K,seed,epoch,classifier_score,embedding_score,train_loss,train_accuracy,test_accuracy
79,1,1900,0.5022882463007783,0.6109005827526648,6.814960897827405e-07,1.0,1.0
79,1,1950,0.5032567883040059,0.6102329941485103,6.729265464855416e-07,1.0,1.0
79,1,2000,0.5040458532877039,0.6075002362603088,6.646845349678188e-07,1.0,1.0
79,1,2050,0.5046750119269021,0.602556369754521,6.582437208635383e-07,1.0,1.0
79,1,2100,0.5051143335589863,0.5961107740505125,6.498925131381839e-07,1.0,1.0
79,1,2150,0.505469453929426,0.5887502197420054,6.430150847336336e-07,1.0,1.0
79,1,2200,0.5057786178465715,0.580784563743037,6.358101245496073e-07,1.0,1.0
79,1,2250,0.506054821758173,0.5727236700655711,6.285778795245278e-07,1.0,1.0
79,1,2300,0.506343136110197,0.5651002006082456,6.231741735973628e-07,1.0,1.0
79,1,2350,0.5066339574259253,0.5584909352297959,6.158873020467581e-07,1.0,1.0
79,1,2400,0.5068719020876924,0.5528560406350735,6.108384127401223e-07,1.0,1.0
79,1,2450,0.5070475031151384,0.5477097668832565,6.024872050147678e-07,1.0,1.0
79,1,2500,0.5072384092481991,0.5429864233887063,5.980114110570867e-07,1.0,1.0
79,1,2550,0.5074692638200793,0.5384352162056784,5.911066409680643e-07,1.0,1.0
79,1,2600,0.5076805719950566,0.5339254208396262,5.8436563676878e-07,1.0,1.0
79,1,2650,0.5079032231201404,0.5294310208335813,5.804083684779471e-07,1.0,1.0
79,1,2700,0.5081066682794797,0.5249857212479011,5.747863269789377e-07,1.0,1.0
79,1,2750,0.5083956874104066,0.5207879973647399,5.696555263057235e-07,1.0,1.0
79,1,2800,0.508749960446688,0.517062596993351,5.64333674901718e-07,1.0,1.0
79,1,2850,0.5091328289417771,0.5136170505418385,5.583295319411263e-07,1.0,1.0
79,1,2900,0.5095245760270565,0.510524202984567,5.553547453018837e-07,1.0,1.0
79,1,2950,0.5099474332864992,0.5077148865063379,5.492960326591856e-07,1.0,1.0
79,1,3000,0.5103679539588846,0.5049590301791232,5.44110662303865e-07,1.0,1.0
79,1,3050,0.510842315378135,0.5021301840522537,5.397167228693434e-07,1.0,1.0
79,1,3100,0.5113900682004854,0.4992438141077504,5.349953084987646e-07,1.0,1.0
79,1,3150,0.5119477556572304,0.49625309742035567,5.306286539052962e-07,1.0,1.0
79,1,3200,0.5125216768226698,0.4931092475507799,5.276538672660536e-07,1.0,1.0
79,1,3250,0.5131185890521478,0.4897991671055359,5.23123503626266e-07,1.0,1.0
79,1,3300,0.5137184178527826,0.4864361410750634,5.20094147304917e-07,1.0,1.0
79,1,3350,0.5143024459538499,0.48952860441977364,5.160276828064525e-07,1.0,1.0
79,1,3400,0.5148221675090826,0.4925545660819649,5.131348075337883e-07,1.0,1.0
79,1,3450,0.5152554288309705,0.4950937369537724,5.089046339890047e-07,1.0,1.0
79,1,3500,0.5155519719561886,0.4972250335645779,5.032553076489421e-07,1.0,1.0
79,1,3550,0.5158036637098642,0.49900357699004755,5.011538632970769e-07,1.0,1.0
79,1,3600,0.5160092245489551,0.5003491848823836,4.966234428138705e-07,1.0,1.0
79,1,3650,0.5161516442147803,0.5013095577596817,4.937851372233126e-07,1.0,1.0
79,1,3700,0.516182189264287,0.5018367943655185,4.915472118227626e-07,1.0,1.0
79,1,3750,0.5160336352747921,0.5019441519794041,4.881358108832501e-07,1.0,1.0
79,1,3800,0.515556258249156,0.501645918816342,4.843422516387363e-07,1.0,1.0
79,1,3850,0.5147661943948882,0.5009672322901835,4.811491862710682e-07,1.0,1.0
79,1,3900,0.5236963918701512,0.49996154049552016,4.787474949807802e-07,1.0,1.0
79,1,3950,0.5534584112900965,0.49883051719944427,4.744900365949434e-07,1.0,1.0
79,1,4000,0.6114375472934934,0.497785964170391,4.71160461756881e-07,1.0,1.0
79,1,4050,0.6905889845032889,0.4968600058894762,4.6870422920619603e-07,1.0,1.0
79,1,4100,0.8016187159592228,0.4960784294361529,4.6693028821209737e-07,1.0,1.0
79,1,4150,0.8934940622061144,0.4954021663569292,4.630821877071867e-07,1.0,1.0
79,1,4200,0.9331756429539813,0.4948469039282762,4.6149926902216976e-07,1.0,1.0
79,1,4250,0.953404672937823,0.49430929411624447,4.585245108046365e-07,1.0,1.0
79,1,4300,0.9652502558640281,0.493723059241996,4.5707804474659497e-07,1.0,1.0
79,1,4350,0.9728484774965132,0.4931148635184094,4.530116086698399e-07,1.0,1.0
79,1,4400,0.9777515421250854,0.49244348132669774,4.5131955062061024e-07,1.0,1.0
79,1,4450,0.9813105039362865,0.4916771743185473,4.49299989213614e-07,1.0,1.0
79,1,4500,0.9839186711900783,0.490851039072938,4.464071139409498e-07,1.0,1.0
79,1,4550,0.9858774414640916,0.48998120610532275,4.435687799286825e-07,1.0,1.0
79,1,4600,0.9873174853320247,0.48916113079023066,4.4163110146655526e-07,1.0,1.0
79,1,4650,0.9884348643603089,0.48834091815001834,4.390929859710013e-07,1.0,1.0
79,1,4700,0.9893503976597496,0.48753730992399213,4.3630925006254984e-07,1.0,1.0
79,1,4750,0.9900343219566802,0.4867572861713983,4.3347094447199197e-07,1.0,1.0
79,1,4800,0.9906427447500761,0.48600002935531234,4.323246969306638e-07,1.0,1.0
79,1,4850,0.9911040625283003,0.4853471835802462,4.2973198333129403e-07,1.0,1.0
79,1,4900,0.9914227106335334,0.4847880185616007,4.268391080586298e-07,1.0,1.0
79,1,4950,0.9916650725008163,0.4842748982378861,4.2421910961820686e-07,1.0,1.0
79,1,5000,0.9918231987192802,0.4838223587232598,4.2277267198187474e-07,1.0,1.0
79,1,5050,0.9919576007823587,0.48344069997026945,4.202345564863208e-07,1.0,1.0
79,1,5100,0.9920848415514798,0.4831384775368053,4.175599883637915e-07,1.0,1.0
79,1,5150,0.9921663707986151,0.4828634034066523,4.15813332210746e-07,1.0,1.0
79,1,5200,0.9922291540770566,0.48263989126596785,4.14858135400209e-07,1.0,1.0
79,1,5250,0.992291236960321,0.48245799191825245,4.1281126073045016e-07,1.0,1.0
79,1,5300,0.992358029826468,0.48230809302009897,4.098365025129169e-07,1.0,1.0
79,1,5350,0.992432129797106,0.48219549324479666,4.08171700883031e-07,1.0,1.0
79,1,5400,0.992489549382015,0.4821070605914568,4.0694359881854325e-07,1.0,1.0
79,1,5450,0.9925274996669633,0.4820448721958219,4.0306818505086994e-07,1.0,1.0
79,1,5500,0.9925530500192767,0.481981209980447,4.0260422906612803e-07,1.0,1.0
79,1,5550,0.9925656261294313,0.48196422747248374,3.9938385043569724e-07,1.0,1.0
79,1,5600,0.9925755566162049,0.4819748901683297,3.9927468264977506e-07,1.0,1.0
79,1,5650,0.9925733416944998,0.4819992103668239,3.957813703436841e-07,1.0,1.0
79,1,5700,0.9925746673899764,0.48202097242892156,3.9438950238945836e-07,1.0,1.0
79,1,5750,0.9925880373720143,0.48204651860874786,3.923426277196995e-07,1.0,1.0
79,1,5800,0.9925987727550915,0.48206210797228555,3.898318254869082e-07,1.0,1.0
79,1,5850,0.9925882051235753,0.4820937527043182,3.881670238570223e-07,1.0,1.0
79,1,5900,0.9925567712541922,0.48213807008303794,3.8625663023594825e-07,1.0,1.0
79,1,5950,0.992522136571007,0.48219163802302356,3.854106012113334e-07,1.0,1.0
79,1,6000,0.992461372879286,0.48226473795914515,3.836366317955253e-07,1.0,1.0
79,1,6050,0.9923930990407566,0.4823415275349046,3.8027980053811916e-07,1.0,1.0
79,1,6100,0.9923353185643338,0.48244215808864854,3.8038896832404134e-07,1.0,1.0
79,1,6150,0.9922881464679139,0.4825627885427384,3.778508528284874e-07,1.0,1.0
79,1,6200,0.9922261776472359,0.4827001413560594,3.7523085438806447e-07,1.0,1.0
79,1,6250,0.9921724291705428,0.48284545835502246,3.749852339751669e-07,1.0,1.0
79,1,6300,0.9921281808189744,0.483014634097709,3.724198336385598e-07,1.0,1.0
79,1,6350,0.9920960287633976,0.48318253481305046,3.707550604303833e-07,1.0,1.0
79,1,6400,0.9920689395690359,0.48337460195407894,3.6898111943628464e-07,1.0,1.0
79,1,6450,0.9920500063083363,0.4835850215239349,3.679713245219318e-07,1.0,1.0
79,1,6500,0.9920450797849283,0.4837909524980965,3.662792380509927e-07,1.0,1.0
79,1,6550,0.9920524178655844,0.48401528161598656,3.6466906294663204e-07,1.0,1.0
79,1,6600,0.9920748066626076,0.4842423007221496,3.630042613167461e-07,1.0,1.0
79,1,6650,0.9921136229921532,0.48446737145512564,3.6133948810856964e-07,1.0,1.0
79,1,6700,0.9921466399845694,0.4847538525159094,3.60438860980139e-07,1.0,1.0
79,1,6750,0.9921772170812602,0.4850838141029809,3.573003368728678e-07,1.0,1.0
79,1,6800,0.9922002584921233,0.4854330588052368,3.5645430784825294e-07,1.0,1.0
79,1,6850,0.9922163240735099,0.4858182358355782,3.533976666858507e-07,1.0,1.0
79,1,6900,0.9922372542463733,0.48626608152306894,3.5424369571046554e-07,1.0,1.0
79,1,6950,0.9922569539172561,0.4867607156928471,3.5200579873162496e-07,1.0,1.0
79,1,7000,0.9922811400664682,0.4872890686481539,3.518966309457028e-07,1.0,1.0
79,1,7050,0.992304577706424,0.4878712057962056,3.4894915756922273e-07,1.0,1.0
79,1,7100,0.9923351745359724,0.4885056078947624,3.470114506853861e-07,1.0,1.0
79,1,7150,0.9923906024483882,0.4892172965569841,3.4597437092998007e-07,1.0,1.0
79,1,7200,0.9924608998962844,0.48997133372737134,3.441458318320656e-07,1.0,1.0
79,1,7250,0.9925488322444006,0.49074396236687745,3.447189556027297e-07,1.0,1.0
79,1,7300,0.9926592479525028,0.4915110254583695,3.429722994496842e-07,1.0,1.0
79,1,7350,0.9927914254486214,0.4922396601773251,3.4278127714060247e-07,1.0,1.0
79,1,7400,0.9929350086961349,0.49288096368377476,3.403523294309707e-07,1.0,1.0
79,1,7450,0.9930568924747517,0.49327047177945704,3.3893314821398235e-07,1.0,1.0
79,1,7500,0.9931935454724844,0.4932410361551437,3.3683170386211714e-07,1.0,1.0
79,1,7550,0.9933408169627632,0.4926421817844123,3.372138053236995e-07,1.0,1.0
79,1,7600,0.9934831532762145,0.4915801241416778,3.3421173384340364e-07,1.0,1.0
79,1,7650,0.9936102079658499,0.4904262267429362,3.3200112170561624e-07,1.0,1.0
79,1,7700,0.9937118884336429,0.48926778083816963,3.310459248950792e-07,1.0,1.0
79,1,7750,0.9937902730617029,0.4883746676591611,3.3093675710915704e-07,1.0,1.0
79,1,7800,0.993857242139133,0.4878867321902483,3.2919010095611156e-07,1.0,1.0
79,1,7850,0.9939237393486157,0.48782665015747484,3.282894738276809e-07,1.0,1.0
79,1,7900,0.9939825218809479,0.488099773398655,3.266792703016108e-07,1.0,1.0
79,1,7950,0.9940316847450115,0.4886109446834037,3.2586052611804917e-07,1.0,1.0
79,1,8000,0.9940793442840589,0.4893595102735537,3.2367719882131496e-07,1.0,1.0
79,1,8050,0.9941171801953235,0.49022752514070267,3.2479616152158997e-07,1.0,1.0
79,1,8100,0.9941379493142499,0.49118891538805914,3.222853308670892e-07,1.0,1.0
79,1,8150,0.9941561854632057,0.4922849327129551,3.2220347634392965e-07,1.0,1.0
79,1,8200,0.9941535520090004,0.4935082243730111,3.1996557936508907e-07,1.0,1.0
79,1,8250,0.9941293880174364,0.4948922512013566,3.2004743388824863e-07,1.0,1.0
79,1,8300,0.9941002002183721,0.49634298796968906,3.179459895363834e-07,1.0,1.0
79,1,8350,0.9940684671505219,0.4978292769031881,3.186828791967855e-07,1.0,1.0
79,1,8400,0.9940414288476801,0.49929292424198446,3.148893483739812e-07,1.0,1.0
79,1,8450,0.994020993145083,0.5006909351591635,3.15899143288334e-07,1.0,1.0
79,1,8500,0.9940036238467714,0.5022575711686477,3.1467101280213683e-07,1.0,1.0
79,1,8550,0.9939960547952547,0.5039574248354831,3.115597735359188e-07,1.0,1.0
79,1,8600,0.9939903572779308,0.5057788174970109,3.1063186156643496e-07,1.0,1.0
79,1,8650,0.9939916416519747,0.5076864471639542,3.1147791901275923e-07,1.0,1.0
79,1,8700,0.994011328603913,0.5096836434612148,3.094856424468162e-07,1.0,1.0
79,1,8750,0.9940490919623488,0.5117760054740892,3.077389862937707e-07,1.0,1.0
79,1,8800,0.99408855166368,0.5139420864364475,3.076025052450859e-07,1.0,1.0
79,1,8850,0.994132376401786,0.5162115202967642,3.0743876777705736e-07,1.0,1.0
79,1,8900,0.994182337080529,0.5185714434792026,3.056648267829587e-07,1.0,1.0
79,1,8950,0.9942412151315744,0.5210704093978056,3.061287827677006e-07,1.0,1.0
79,1,9000,0.9943010383621025,0.5236994550371592,3.027173249847692e-07,1.0,1.0
79,1,9050,0.9943561980037882,0.5265386798711051,3.033450468592491e-07,1.0,1.0
79,1,9100,0.99439340734216,0.5294839011289832,3.017621281742322e-07,1.0,1.0
79,1,9150,0.9944211231264178,0.5326148864954892,3.0143462481646566e-07,1.0,1.0
79,1,9200,0.9944324274570087,0.5358637194148489,2.9889653774262115e-07,1.0,1.0
79,1,9250,0.9944404742944905,0.539299360110269,2.985690343848546e-07,1.0,1.0
79,1,9300,0.9944534473265506,0.542773433007662,2.9772297693853034e-07,1.0,1.0
79,1,9350,0.994473171252002,0.5464999766610805,2.9886922447985853e-07,1.0,1.0
79,1,9400,0.9945013900341424,0.5504653317329133,2.9551236480074294e-07,1.0,1.0
79,1,9450,0.9945372529372005,0.55449321551478,2.9564884584942774e-07,1.0,1.0
79,1,9500,0.9945602494079029,0.5586355509307463,2.948573865069193e-07,1.0,1.0
79,1,9550,0.99456963893277,0.5629094146759213,2.942296646324394e-07,1.0,1.0
79,1,9600,0.9945642985662232,0.5673222710012678,2.926740592101851e-07,1.0,1.0
79,1,9650,0.9945542333742906,0.5718953208237517,2.925648914242629e-07,1.0,1.0
79,1,9700,0.994543229743058,0.5767310533080648,2.908728333750332e-07,1.0,1.0
79,1,9750,0.9945318954261692,0.5819587934055354,2.903542792864755e-07,1.0,1.0
79,1,9800,0.9945089253572371,0.5877372133366985,2.904361622313445e-07,1.0,1.0
79,1,9850,0.9944771052693717,0.5941712956288788,2.896719877298892e-07,1.0,1.0
79,1,9900,0.9944333362346236,0.6014356456237098,2.887167909193522e-07,1.0,1.0
79,1,9950,0.9943889590219578,0.609538826710815,2.8530536155813024e-07,1.0,1.0
79,1,10000,0.9943365856665456,0.6188453473728229,2.8639701099564263e-07,1.0,1.0
79,2,0,0.28296001834266926,0.2229513165233159,4.370418548583984,0.011904762126505375,0.0144153768196702
79,2,50,0.2501884451991259,0.2260129837861512,1.7031294107437134,0.9610806107521057,0.0
79,2,100,0.28207148032800294,0.26258593607296093,0.020162448287010193,1.0,0.0010678056860342622
79,2,150,0.32122496864029804,0.25702292860540266,0.009773201309144497,1.0,0.0037373199593275785
79,2,200,0.40718144829715425,0.2562113815871068,0.005609100218862295,1.0,0.012813668698072433
79,2,250,0.43804269278822633,0.26372620477305553,0.0030254411976784468,1.0,0.03523758798837662
79,2,300,0.4600307335269207,0.2731316697891838,0.0016427763039246202,1.0,0.08595835417509079
79,2,350,0.44781236528496204,0.2826699379754209,0.0009067392675206065,1.0,0.17778964340686798
79,2,400,0.4557312337487668,0.29984379416301116,0.0005065104342065752,1.0,0.3123331665992737
79,2,450,0.4602634500835646,0.31840119843298037,0.0002858932421077043,1.0,0.4789108633995056
79,2,500,0.4552666895292703,0.32663469703325954,0.00016331986989825964,1.0,0.647624135017395
79,2,550,0.5078097369681978,0.3461721518757256,9.429677447769791e-05,1.0,0.7677522897720337
79,2,600,0.4943169707088029,0.36735207407732745,5.518526813830249e-05,1.0,0.8585157990455627
79,2,650,0.4824959303023827,0.3787636349954118,3.276990901213139e-05,1.0,0.9156433939933777
79,2,700,0.47745946016666385,0.3884158248141062,1.9829194570775144e-05,1.0,0.9530165791511536
79,2,750,0.47259030139498587,0.3989952330024225,1.2297142347961199e-05,1.0,0.9770421981811523
79,2,800,0.4670746517812783,0.41132839978961566,7.853264833102003e-06,1.0,0.9898558855056763
79,2,850,0.4618576192520284,0.42357114318701816,5.183764642424649e-06,1.0,0.9925253987312317
79,2,900,0.4681938805294138,0.43416869647263473,3.5470993680064566e-06,1.0,0.9946609735488892
79,2,950,0.47313840003895324,0.442501333839652,2.5234535314666573e-06,1.0,0.9967966079711914
79,2,1000,0.47718742221444876,0.44890414197661027,1.8637092580320314e-06,1.0,0.9983983039855957
79,2,1050,0.48086797177542984,0.45320074922747045,1.4436931223826832e-06,1.0,0.9983983039855957
79,2,1100,0.48421374586564064,0.45585809390745535,1.1729341622412903e-06,1.0,1.0
79,2,1150,0.4867339607273546,0.45737820972452004,1.0010249980041408e-06,1.0,1.0
79,2,1200,0.48921792885902965,0.45756984664949074,8.899212957658165e-07,1.0,1.0
79,2,1250,0.49098625211349145,0.4562678928850294,8.258135721916915e-07,1.0,1.0
79,2,1300,0.49271517072703136,0.4537211134528041,7.894067266533966e-07,1.0,1.0
79,2,1350,0.49431207801763094,0.45002158733959774,7.691290875300183e-07,1.0,1.0
79,2,1400,0.49579459868268083,0.4514128031631138,7.570662887701474e-07,1.0,1.0
79,2,1450,0.49722677185055925,0.46521095594332706,7.487696507268993e-07,1.0,1.0
79,2,1500,0.49853085503094796,0.4750945796329912,7.416465450660326e-07,1.0,1.0
79,2,1550,0.49976389657874853,0.48213051648433936,7.356424589488597e-07,1.0,1.0
79,2,1600,0.5010233012152882,0.48799131288607867,7.289560244316817e-07,1.0,1.0
79,2,1650,0.5023129699718234,0.49459658264649975,7.227062610581925e-07,1.0,1.0
79,2,1700,0.5036518202583699,0.5239133688001888,7.168658839873387e-07,1.0,1.0
79,2,1750,0.5048723430287531,0.482306587541733,7.085965307851438e-07,1.0,1.0
79,2,1800,0.505988988757113,0.46380932970282357,7.009276714597945e-07,1.0,1.0
79,2,1850,0.5069902563058458,0.46428240619017014,6.950053830223624e-07,1.0,1.0
79,2,1900,0.5078569578075204,0.46312879703368814,6.876639986330702e-07,1.0,1.0
79,2,1950,0.508657610880249,0.4647164662786748,6.782756827306002e-07,1.0,1.0
79,2,2000,0.5094318012919444,0.4669775860364671,6.709070135002548e-07,1.0,1.0
79,2,2050,0.510060243086844,0.46978054560361693,6.625011792493751e-07,1.0,1.0
79,2,2100,0.5104502389160092,0.47350670594580424,6.549960289703449e-07,1.0,1.0
79,2,2150,0.5107856154831604,0.4799998874999914,6.496741775663395e-07,1.0,1.0
79,2,2200,0.5112640396628861,0.49170669000542266,6.415686470973014e-07,1.0,1.0
79,2,2250,0.5118149553225342,0.5021044651754428,6.349367822622298e-07,1.0,1.0
79,2,2300,0.5124218418296298,0.5075722161936912,6.272132964113553e-07,1.0,1.0
79,2,2350,0.5131785279558964,0.5127385572283283,6.201174755915417e-07,1.0,1.0
79,2,2400,0.5140346714013949,0.5185521395208069,6.15232295331225e-07,1.0,1.0
79,2,2450,0.5149672170341127,0.5263759759977358,6.089279622756294e-07,1.0,1.0
79,2,2500,0.5161941225840829,0.537553761480965,6.032240662534605e-07,1.0,1.0
79,2,2550,0.5177315129032425,0.545081030244985,5.976293095955043e-07,1.0,1.0
79,2,2600,0.5197597948256266,0.537834923838245,5.906154001422692e-07,1.0,1.0
79,2,2650,0.5227238823134398,0.521649267886726,5.849387321177346e-07,1.0,1.0
79,2,2700,0.5275836801663786,0.5107830066488608,5.798625579700456e-07,1.0,1.0
79,2,2750,0.536419099228326,0.5058628941644291,5.75141086756048e-07,1.0,1.0
79,2,2800,0.555391139880272,0.5039520273816934,5.709381980523176e-07,1.0,1.0
79,2,2850,0.6120687672497165,0.5031742661067774,5.652888717122551e-07,1.0,1.0
79,2,2900,0.8141132326675494,0.5028096761298935,5.601307861979876e-07,1.0,1.0
79,2,2950,0.8776222701529555,0.5025439931783945,5.549727006837202e-07,1.0,1.0
79,2,3000,0.9162139165136478,0.5024420883415899,5.512610528057849e-07,1.0,1.0
79,2,3050,0.939100027359195,0.5024594667387201,5.480679305946978e-07,1.0,1.0
79,2,3100,0.9531871245619443,0.502529787711072,5.423094080470037e-07,1.0,1.0
79,2,3150,0.9624518150056164,0.502714736902282,5.371786073737894e-07,1.0,1.0
79,2,3200,0.9689488959329098,0.5030221278064011,5.340128268471744e-07,1.0,1.0
79,2,3250,0.9736648312575489,0.5033153954150432,5.290184503792261e-07,1.0,1.0
79,2,3300,0.9772402411773183,0.5036163398043463,5.263166258373531e-07,1.0,1.0
79,2,3350,0.9800081364597122,0.5039795911196902,5.22168306815729e-07,1.0,1.0
79,2,3400,0.9822097889468289,0.5043409732706197,5.186204248275317e-07,1.0,1.0
79,2,3450,0.9840121928441284,0.5047204017166463,5.154273026164446e-07,1.0,1.0
79,2,3500,0.9854971152187114,0.5051502988544626,5.124798008182552e-07,1.0,1.0
79,2,3550,0.9867137752560471,0.5055850671487343,5.090956847197958e-07,1.0,1.0
79,2,3600,0.9877068128159269,0.506077186800688,5.051657012700161e-07,1.0,1.0
79,2,3650,0.9885526558310215,0.5066168541924512,5.007717618354945e-07,1.0,1.0
79,2,3700,0.9892770787855267,0.5071907026870067,4.996800839762727e-07,1.0,1.0
79,2,3750,0.9899106992242083,0.5077944079818216,4.946857643517433e-07,1.0,1.0
79,2,3800,0.9904774373097648,0.5084258680073881,4.935395168104151e-07,1.0,1.0
79,2,3850,0.990987058512406,0.509041582425617,4.905374453301192e-07,1.0,1.0
79,2,3900,0.9914457801306877,0.5096795144683832,4.872897534369258e-07,1.0,1.0
79,2,3950,0.9918601138420531,0.5103346820901937,4.840147767026792e-07,1.0,1.0
79,2,4000,0.9922285011390153,0.5109855197966268,4.815312308892317e-07,1.0,1.0
79,2,4050,0.99254713499983,0.5116454217697253,4.782016844728787e-07,1.0,1.0
79,2,4100,0.992831682050365,0.512317176332555,4.7468108732573455e-07,1.0,1.0
79,2,4150,0.9930899221154807,0.5130117714040168,4.72197541512287e-07,1.0,1.0
79,2,4200,0.993324547723103,0.5137308690829824,4.7086027166187705e-07,1.0,1.0
79,2,4250,0.9935388689585123,0.5144908710137788,4.66630069695384e-07,1.0,1.0
79,2,4300,0.9937480113936179,0.5153019155555848,4.657294709886628e-07,1.0,1.0
79,2,4350,0.9939391338321312,0.5161319846934492,4.6106262630019046e-07,1.0,1.0
79,2,4400,0.9941120735922553,0.5169507328360744,4.5942513793306716e-07,1.0,1.0
79,2,4450,0.9942750634614029,0.5177789033092455,4.569961902234354e-07,1.0,1.0
79,2,4500,0.9944249345621622,0.5186088648014718,4.564230664527713e-07,1.0,1.0
79,2,4550,0.9945705368575197,0.5194276960272419,4.515651710335078e-07,1.0,1.0
79,2,4600,0.9947064256821819,0.520258792863683,4.5131955062061024e-07,1.0,1.0
79,2,4650,0.9948371024579494,0.5211121506167303,4.4861769765702775e-07,1.0,1.0
79,2,4700,0.9949625732062253,0.5219668469468096,4.4659813625003153e-07,1.0,1.0
79,2,4750,0.9950770550114895,0.5228255113302025,4.4326858983367856e-07,1.0,1.0
79,2,4800,0.9951812678287898,0.5237401711073296,4.409215250689158e-07,1.0,1.0
79,2,4850,0.9952789622611798,0.5246493550063179,4.391748689158703e-07,1.0,1.0
79,2,4900,0.9953700488048097,0.5255580617969099,4.358998637599143e-07,1.0,1.0
79,2,4950,0.9954551812864216,0.526465625996693,4.3576341113293893e-07,1.0,1.0
79,2,5000,0.9955281774563409,0.5273807663264337,4.3360739709896734e-07,1.0,1.0
79,2,5050,0.99559088941024,0.528298520089956,4.3093282897643803e-07,1.0,1.0
79,2,5100,0.9956457456405899,0.5292393797685611,4.2858576421167527e-07,1.0,1.0
79,2,5150,0.9956954644300509,0.5301857617302902,4.277943048691668e-07,1.0,1.0
79,2,5200,0.9957407763605861,0.5311321262444142,4.273576337254781e-07,1.0,1.0
79,2,5250,0.9957813574557174,0.5321133339361892,4.234276502756984e-07,1.0,1.0
79,2,5300,0.9958188081582791,0.5331332093076807,4.2105330066988245e-07,1.0,1.0
79,2,5350,0.995852617780548,0.5341707401298583,4.1873352074617287e-07,1.0,1.0
79,2,5400,0.9958865450267862,0.5352226156755757,4.190610241039394e-07,1.0,1.0
79,2,5450,0.9959186365009127,0.5362401436327962,4.169595797520742e-07,1.0,1.0
79,2,5500,0.9959409051808874,0.5372504149793587,4.1414855900256953e-07,1.0,1.0
