K,epoch,classifier_mean,classifier_sample_sd,embedding_mean,embedding_sample_sd,n_seeds
79,3250,0.7419061773507102,0.23430172924574105,0.5670191987564487,0.2444662278912284,5
79,3300,0.7499583212847631,0.2334075907236064,0.5669189165817288,0.24414592970706897,5
79,3350,0.7597268540647781,0.23361881007159543,0.5683591959033419,0.2430201741492125,5
79,3400,0.7695637044660517,0.23555605234374286,0.5696591842223993,0.24203127300355345,5
79,3450,0.7793361528647735,0.23923180436335575,0.5706674884001086,0.24129749985318302,5
79,3500,0.7904744268457714,0.2454965598907805,0.5719085554356014,0.2402666519000251,5
79,3550,0.7967504923900867,0.24986145413329217,0.5734430615159506,0.2388767420716747,5
79,3600,0.8003930350740209,0.2525309945511673,0.5751181360306843,0.23751233930037047,5
79,3650,0.8027345771288505,0.25426606212965364,0.5767710898823752,0.23619981098765108,5
79,3700,0.8042282035776184,0.255366181003093,0.5783131276322717,0.2349580945266651,5
79,3750,0.8051853225893292,0.25608603434026345,0.5797560292598224,0.23377977721320348,5
79,3800,0.8057501720578095,0.2566454962908182,0.5811302621341127,0.2326426170215093,5
79,3850,0.806030448680041,0.2571943748945564,0.5824419702580753,0.2315418276886744,5
79,3900,0.808054061131607,0.25500401921072274,0.5837217138260832,0.23046284505494066,5
79,3950,0.814108958597582,0.24724165544255197,0.5850862940982862,0.22932157528590952,5
79,4000,0.8257298230325654,0.23321317742492984,0.586632383585566,0.2280618908947698,5
79,4050,0.84159057487701,0.21738928364730942,0.5885564253534624,0.22653642738413474,5
79,4100,0.8638273373680088,0.2034783767416208,0.59099737652921,0.22467578674804933,5
79,4150,0.8822097017533911,0.20070467977754775,0.5926962171916035,0.22348761364519862,5
79,4200,0.8908934556694345,0.20043797780139014,0.5936710429733141,0.22288575312417458,5
79,4250,0.8957159615992359,0.1999678834236807,0.5946020920180813,0.22233138430888413,5
79,4300,0.8988950767324292,0.19905905458646486,0.5955583664162356,0.22177116679027764,5
79,4350,0.9012129913556541,0.197912846904189,0.5964929246092534,0.22123710419791004,5
79,4400,0.902960600420149,0.19667080240504145,0.5973304811772916,0.22077711131404268,5
79,4450,0.9043848827506661,0.19546017036874017,0.5980480131219855,0.22040510137997338,5
79,4500,0.9054821610127013,0.19446473667137712,0.5986351330720914,0.22012311193136377,5
79,4550,0.9063312477966949,0.1936972565737447,0.5991042752394908,0.21991956067692853,5
79,4600,0.906924110995841,0.19326637928659296,0.5994617212672801,0.21978823047818133,5
79,4650,0.9073383395957095,0.19310410791869223,0.5997142549627585,0.21972130099164255,5
79,4700,0.90764595044068,0.19309626425737164,0.5998284031875034,0.21973498634380056,5
79,4750,0.9078286995489522,0.19324851330479437,0.5997491599290544,0.21985809640246046,5
79,4800,0.9079426315299663,0.1935244359330287,0.599332967865276,0.22017360013715198,5
79,4850,0.9079491524213117,0.19393650841983534,0.5981814769711749,0.22092440161702662,5
79,4900,0.9078878247091688,0.19439651016403312,0.5994036457659226,0.22031708824393634,5
79,4950,0.9078181934650746,0.1948288731548341,0.5990360832236147,0.22062250922041632,5
79,5000,0.9077548027358127,0.19520472843323283,0.6034713830070852,0.21833179359792876,5
79,5050,0.9076552956079063,0.19563190703947692,0.6037298428368355,0.21827518887780345,5
79,5100,0.9075131209131225,0.19613083466768796,0.6040072708331331,0.21820818034012024,5
79,5150,0.9073605894823666,0.19663171270465352,0.6042869443833551,0.21814033289294238,5
79,5200,0.9071620390970415,0.19723070515353397,0.6045522355986579,0.21807918844866905,5
79,5250,0.9068869696607679,0.1980023874098097,0.6047814631139454,0.2180364769376013,5
79,5300,0.9065818677140413,0.19884298091065641,0.6049588487438324,0.2180206199362597,5
79,5350,0.906885031643401,0.19833022040597925,0.6050686678939314,0.21803893077839537,5
79,5400,0.9074636998284062,0.1971790556188216,0.605101022697256,0.21809752100393462,5
79,5450,0.9080246876685102,0.19604108595263334,0.6050628992566364,0.21819265045777056,5
79,5500,0.9086110158749838,0.19481917159488304,0.6049966753952125,0.21830432436922126,5
79,5550,0.9091934696990441,0.19359401849116845,0.6049668740263345,0.2183986083704316,5
79,5600,0.9097803606618504,0.19236414416180103,0.6049875787305958,0.2184674019667493,5
79,5650,0.9103703362074872,0.19112489114022044,0.6050602415933672,0.21851078217643774,5
79,5700,0.910945031253246,0.189920215432504,0.6051690752379751,0.218537071757452,5
79,5750,0.9115430480790399,0.18865957392394034,0.6052994822119224,0.21855331013017423,5
79,5800,0.9121299170697358,0.18742852459178194,0.6054364576213216,0.21856828285886795,5
79,5850,0.9127054942717303,0.18621569236274416,0.6055742168227696,0.21858378888099037,5
79,5900,0.9132150773712155,0.18512643704379098,0.6057049138313387,0.21860393847915516,5
79,5950,0.9137030395168956,0.1840792497368464,0.6058227201275271,0.21863144636430668,5
79,6000,0.9141257383566729,0.18316042585181733,0.605932048817836,0.21866422696100207,5
79,6050,0.9145084083209005,0.1823177665808509,0.6060257000407213,0.2187063777729272,5
79,6100,0.9148348558308144,0.18159800533611434,0.6061119250867069,0.21875484885800042,5
79,6150,0.9151234115123995,0.18096966235868928,0.606186914324579,0.2188106679460217,5
79,6200,0.9153796260132901,0.18040317174437356,0.6062550975144683,0.21887225057015175,5
79,6250,0.9155929032231904,0.17993744817912063,0.606312924922179,0.21893997165010026,5
79,6300,0.9157575140066337,0.17957916498159535,0.6063706423169859,0.21900903942973035,5
79,6350,0.9158895369074894,0.17929994669394095,0.6064282004647357,0.21908075567186616,5
79,6400,0.9160053572899047,0.17906031690152724,0.6064895058877902,0.21915199216168402,5
79,6450,0.9160982938195003,0.17887358446040671,0.6065583641528892,0.21922142947427137,5
79,6500,0.9161496712666629,0.1787860345663932,0.6066292726564665,0.21929242853881145,5
79,6550,0.9161902375792033,0.17873181849343203,0.606706846268407,0.21936091331644084,5
79,6600,0.9161822933061896,0.17879324520673454,0.6067873676002322,0.21942965566266137,5
79,6650,0.9160898510621434,0.17905216614695585,0.6072355693915958,0.21928565283326362,5
79,6700,0.9159163449451914,0.17948626054722236,0.6078186953381146,0.21906546297844187,5
79,6750,0.9155333407544556,0.18038419364165417,0.6084578189515774,0.21881578943134955,5
79,6800,0.9148001822882614,0.1820612859026572,0.6091572637319863,0.21853447869600007,5
79,6850,0.9135968090158099,0.18478208444897903,0.6099541256493203,0.21820043206976392,5
79,6900,0.9121307968066772,0.18808964107005594,0.6108487150868207,0.21781408287703555,5
79,6950,0.9130751210929353,0.18600782438589805,0.6118549739687067,0.2173730616190223,5
79,7000,0.9148826943924363,0.18199820464140623,0.6130336453670421,0.21684900101221827,5
79,7050,0.9169034324591235,0.1775055970614125,0.6144648222661443,0.21620951831170357,5
79,7100,0.9193312934553642,0.1721086088486315,0.6163556732407459,0.21537098777803476,5
79,7150,0.9222618920229393,0.16559860903064003,0.6193131020182372,0.2141181009994464,5
79,7200,0.92578260701416,0.15777028161209775,0.6240026190470702,0.21241174225769285,5
79,7250,0.9299655310497098,0.1484717915020657,0.6288995648684035,0.21105369252725592,5
79,7300,0.9348591102079044,0.13759597888545994,0.6365408854295793,0.20991344457865319,5
79,7350,0.9403290572689373,0.12543628550549588,0.6550677718121924,0.21267160952545472,5
79,7400,0.946356213153032,0.11203369141211854,0.687466909322878,0.23516496709402718,5
79,7450,0.953362858695922,0.09642511926640772,0.701561744426351,0.25035464641201743,5
79,7500,0.9622740351458012,0.0765585362994437,0.7065572096363019,0.2560967663286798,5
79,7550,0.972321263067631,0.0541556080616059,0.7084841903443555,0.25829359444447786,5
79,7600,0.9784184164982205,0.04057582299511278,0.7093610772748141,0.25934295779159855,5
79,7650,0.981875212430249,0.032882455493139645,0.7098712091783788,0.2599391244630961,5
79,7700,0.9845718432867643,0.026871302362862365,0.7102286662418148,0.2603306750556706,5
79,7750,0.9867346681815867,0.02203511021080525,0.7105714851921738,0.2605604458994445,5
79,7800,0.9884137361543877,0.018269325229310737,0.7109620157529531,0.2606395863105213,5
79,7850,0.9897439537069578,0.015277711755747686,0.7114280716816122,0.260586171273072,5
79,7900,0.9907864272900037,0.012917413535845305,0.7119572856653994,0.2604349797766143,5
79,7950,0.9916186311518161,0.011014049959089042,0.7125436071228533,0.2602096214521994,5
79,8000,0.9922963625253622,0.009454013299363679,0.71318394441448,0.2599186895757865,5
79,8050,0.9928396539139166,0.008180414032328385,0.7138603321107866,0.25958713949039663,5
79,8100,0.9932845688442421,0.007119631873836535,0.7145720284019466,0.25922177500967847,5
79,8150,0.9936443089419287,0.00624251767215247,0.7153301912974521,0.25881486850938096,5
79,8200,0.9939382847405379,0.005503868902656911,0.7161394536233042,0.25836759061040476,5
79,8250,0.9941717191983656,0.004890721574854691,0.7170097973689441,0.25787239455518424,5
79,8300,0.9943569340503252,0.004387689319151406,0.7179278693312783,0.2573476683855908,5
79,8350,0.9945030812760594,0.0039801863484236685,0.7188888541618802,0.25680093848821295,5
79,8400,0.9946172910939026,0.0036550875230811127,0.7198752749538906,0.2562489560441031,5
79,8450,0.9947092766106956,0.003394465544886842,0.720877558342988,0.25570165525473115,5
79,8500,0.9947832957741523,0.00318930720536487,0.721929863942991,0.25511505895287223,5
79,8550,0.9948380726551757,0.0030415465534669632,0.7230075965915866,0.2545044827591443,5
79,8600,0.9948736971892285,0.0029465058082226692,0.7241019479497404,0.2538766652474772,5
79,8650,0.99489599626029,0.002894034968910205,0.7252789277775634,0.2531406668230445,5
79,8700,0.9949115719413166,0.0028746599485724705,0.7264578151320171,0.25238923591037066,5
79,8750,0.9949220390195861,0.002884868686156099,0.7276259246665827,0.25163257009248763,5
79,8800,0.9949272579874705,0.002917850338076528,0.7287817570802952,0.25087468883583286,5
79,8850,0.9949279792940627,0.002969439687645535,0.7299335507678857,0.2501103942412464,5
79,8900,0.9949232180491191,0.0030358474994676603,0.7310800523890103,0.24934089559160239,5
79,8950,0.9949144485987599,0.0031192456460955075,0.7322418103034241,0.2485496378231002,5
79,9000,0.994901385083218,0.0032115387333275275,0.733421769299037,0.24773549496366556,5
79,9050,0.994884896283727,0.00331333533221776,0.7346388093387999,0.24688314560874305,5
79,9100,0.9948606975144927,0.003424239363045117,0.7358658684819872,0.24601792020675,5
79,9150,0.9948270978018741,0.003546559335677018,0.7371278556248989,0.24512043235071526,5
79,9200,0.9947882950094483,0.0036713460593403974,0.7384142751745948,0.24420285186851354,5
79,9250,0.9947423781763262,0.003805983781050997,0.7397395310612969,0.2432507119821863,5
79,9300,0.994684480788874,0.003955605730557933,0.7410730039147717,0.24229756899341184,5
79,9350,0.9946147204919347,0.0041241332912081655,0.7424638840110611,0.24129894010361727,5
79,9400,0.9945356331391941,0.004309841186890334,0.7439207400037733,0.24025459983083836,5
79,9450,0.9944421631111408,0.004516496905155124,0.7454000463357489,0.23920412661304932,5
79,9500,0.9943330439519167,0.0047422824820057925,0.7469230045517201,0.23813084281931127,5
79,9550,0.9942073285658667,0.0049884209338468015,0.7484913561059536,0.23703830045852506,5
79,9600,0.99407267891953,0.005243587702646346,0.7501296085788782,0.23591702848032037,5
79,9650,0.9939300351290871,0.005507995141671802,0.7518376371949715,0.2347665880454279,5
79,9700,0.993780480876879,0.005781984184244093,0.7536565910263877,0.2335598527014413,5
79,9750,0.9936194707994193,0.006076112905866373,0.7556232307761587,0.23227688400219212,5
79,9800,0.9934422703312581,0.006389491553120051,0.75776907341978,0.23089796431793758,5
79,9850,0.9932429777148355,0.006738017239458409,0.760113278848533,0.22940986868615473,5
79,9900,0.9930322030582346,0.007101490034438656,0.762685961843643,0.22778649296922354,5
79,9950,0.9928074138328535,0.00749159363208252,0.7654452776833172,0.22604782543067087,5
79,10000,0.9925830494800806,0.00788167558552615,0.7684276527724597,0.22415873820063634,5
97,0,0.22157254637002693,0.032180359273906854,0.2374391880692396,0.02230914445390035,5
97,50,0.2573506588551466,0.03879603742102578,0.24994117854961612,0.045368114962302544,5
97,100,0.3660015439830212,0.06406682631401407,0.2913635935236065,0.01057919784880106,5
97,150,0.38742238203925167,0.06931211981795528,0.31692007202823763,0.009704038585710914,5
97,200,0.412624809935969,0.07238321407922893,0.3437345666320706,0.040123195942250806,5
97,250,0.4302327172967151,0.07418683337973911,0.3620598758385505,0.05100408251819907,5
97,300,0.4426270236540058,0.06347910381068543,0.38061848446336777,0.049572258798346126,5
97,350,0.548573263102593,0.16914382728672725,0.40887603348023016,0.05205558874202813,5
97,400,0.5757208541095804,0.18234088791329237,0.43845611906401055,0.055871806834896454,5
97,450,0.5915314570209127,0.196618404981242,0.4667159449141083,0.057882719464493894,5
97,500,0.6003573831319822,0.21118175052693353,0.49670755772893765,0.06634252313513667,5
97,550,0.6151498250036872,0.2192399752806911,0.522567038691274,0.07268756017608412,5
97,600,0.6453248043347237,0.21850341064279113,0.5479826434025593,0.07942967478249391,5
97,650,0.6548499944816036,0.22553590995080272,0.5714597711660412,0.0886069289377601,5
97,700,0.659999173633719,0.2228525931936171,0.5796324474054039,0.12820806468681445,5
97,750,0.5906883368371229,0.19464389434249224,0.6010261108058956,0.1435562613515939,5
97,800,0.5881281792947556,0.20284912095624186,0.6220317463011539,0.14378730260543685,5
97,850,0.5907159365118619,0.20763202781191764,0.6386597522071228,0.14457833554511929,5
97,900,0.5970107624743023,0.20811079261565268,0.651841659843335,0.1438545405285271,5
97,950,0.6055123959636889,0.20821483898312368,0.6653177019586132,0.14234673259623165,5
97,1000,0.6134175555568824,0.20789149368224644,0.6804890694669364,0.14844132081684439,5
97,1050,0.6190682958292301,0.20848516416964416,0.6869453584385924,0.15135453423235368,5
97,1100,0.6261576973293044,0.21092499937880446,0.6930650329327984,0.15838939060123808,5
97,1150,0.6290615742576806,0.21394332184759798,0.7089386553639032,0.17621902737259784,5
97,1200,0.6307703337808785,0.21804539464027015,0.7202375014253709,0.19488118167884266,5
97,1250,0.6345664356995865,0.22317446632441545,0.7136392248646467,0.1938171991191254,5
97,1300,0.6430124993153818,0.2263528982333851,0.7018977692262568,0.18904801711467079,5
97,1350,0.6523218527838154,0.22983080451449012,0.6887179447995496,0.18656410175708274,5
97,1400,0.6618753568976653,0.2333034848946844,0.6798469000693763,0.1914043955654772,5
97,1450,0.6695033012514068,0.2354545329779692,0.6750344061882557,0.19363842481994548,5
97,1500,0.6780026558028359,0.23873150913577396,0.6707366905409378,0.1960371541574743,5
97,1550,0.6929956153963356,0.2366689223938541,0.6691722631867242,0.19573770261232568,5
97,1600,0.7443133125665256,0.22455457273630375,0.6661464983439148,0.19600815530506016,5
97,1650,0.7795600524217171,0.24333732604537278,0.6651271452199926,0.1967165355465415,5
97,1700,0.7867253298118426,0.24912840856557936,0.6642461854190821,0.1978871068305229,5
97,1750,0.7906373907686325,0.2520717090555682,0.6632943259354291,0.1993680142260836,5
97,1800,0.7934165408981305,0.25394520366415924,0.6623945714845222,0.20107808255535348,5
97,1850,0.7956256242259431,0.2551236625801434,0.6617034176755022,0.20286008295259605,5
97,1900,0.797757915036576,0.2554615865233936,0.6612065597786703,0.20464803265126083,5
97,1950,0.8012354461882956,0.25323339244127935,0.6609102136230423,0.20648454292752358,5
97,2000,0.8076397860158134,0.24656792001653155,0.6609035820200231,0.20829331725573857,5
97,2050,0.828932092910188,0.22095209138718544,0.6611734807802979,0.21009161507865232,5
97,2100,0.9016493474587743,0.18952812277953235,0.6616486989970886,0.2119060948210053,5
97,2150,0.9134087781258664,0.1700800213993185,0.6623576973918429,0.21380216210785918,5
97,2200,0.9285488620541017,0.13924246546172395,0.6636429862627455,0.21556416202604697,5
97,2250,0.9482459074337455,0.09723995105505343,0.6652385995855166,0.21755894028065836,5
97,2300,0.9701593081251755,0.04981930262184547,0.6671000227508148,0.219785754743435,5
97,2350,0.983626634709493,0.021085799742895515,0.6691861097743967,0.22227977677133312,5
97,2400,0.9887681613993942,0.010834721171372002,0.6714311753794866,0.22497026856620023,5
97,2450,0.9910775120227371,0.006808946483428151,0.6737115273017024,0.22778135687824835,5
97,2500,0.992359645388566,0.00497381808168801,0.6760080142946541,0.23067866653040361,5
97,2550,0.9931680720786904,0.004075733874505577,0.6782794821819635,0.23354249513315956,5
97,2600,0.993733799438372,0.0036172040987232697,0.6802629340476648,0.23615461405240282,5
97,2650,0.994148327796598,0.0033694315742821075,0.681857577118207,0.23847240097879466,5
97,2700,0.99446740503991,0.003224341031258613,0.6831500561411313,0.2404952374736599,5
97,2750,0.9947249622592753,0.003124839089670615,0.684886389751698,0.24172840396032358,5
97,2800,0.9949335689673352,0.003058614609837439,0.6866910881526749,0.24267758617178642,5
97,2850,0.9951024082241515,0.0030172872205272098,0.6883969029280712,0.2434804033984318,5
97,2900,0.995247187447879,0.002984723632558824,0.6900170258408338,0.24415454698270148,5
97,2950,0.9953644907330869,0.002971393263654165,0.6915694860866176,0.244703431653289,5
97,3000,0.9954617824000714,0.002963883729510097,0.6931568372081979,0.24505873796156358,5
97,3050,0.9955421078609202,0.002963884188858117,0.6950768444408647,0.24495362906657653,5
97,3100,0.9956029470898372,0.0029849865484488673,0.6973220891839161,0.2444348009741004,5
97,3150,0.995646119076917,0.0030241734466760423,0.6998457763609506,0.24357960409662563,5
97,3200,0.9956762031015604,0.003069896311025935,0.7027572639694549,0.24233434046812466,5
97,3250,0.9956965356615791,0.0031167809572347294,0.7062410953585689,0.24065365250122442,5
97,3300,0.9957075879231446,0.003166297049533307,0.7106410320248976,0.23839090635816593,5
97,3350,0.9957052488003771,0.0032259428021521462,0.7163110984433398,0.2354801673475332,5
97,3400,0.9956824241699205,0.0033076766068157407,0.7241501324668405,0.23184171961303385,5
97,3450,0.995644078873703,0.003410235673982208,0.7354008817692143,0.22806450829066824,5
97,3500,0.9955903420486039,0.0035385092673987785,0.7483722605401297,0.22623329238555395,5
97,3550,0.995517229671094,0.0036982946869181864,0.7611599710491733,0.2269728402472971,5
97,3600,0.9954182696899507,0.0038968619698635104,0.7721596551106875,0.2290168864850545,5
97,3650,0.9952918525854292,0.0041327265560298304,0.7816855514035123,0.2302684175103911,5
97,3700,0.9951372488945123,0.00441177338061451,0.7910672689938453,0.22873266728821917,5
97,3750,0.9949427395142231,0.0047561885166241625,0.7988853310891896,0.22673096941898993,5
97,3800,0.9947041216386598,0.005185333313477029,0.8068223721605874,0.22310905550685575,5
97,3850,0.9944006875281195,0.005742280969220503,0.8163162133220256,0.21740734892897656,5
97,3900,0.9939993791146714,0.006494308153124903,0.8306927819664447,0.2087083250862506,5
97,3950,0.9934523554509592,0.007548613373408319,0.8503981728349626,0.2018610175151233,5
97,4000,0.9926665553873654,0.009115595031673002,0.8668895255423135,0.20240204255326774,5
97,4050,0.9914612298582635,0.011607276077802596,0.8758010163709329,0.20516804998708707,5
97,4100,0.9894244842799876,0.01593718738585343,0.8805647676636139,0.20729653249475993,5
97,4150,0.9855859899069069,0.024274414564313673,0.8832641950170604,0.20868957611978686,5
97,4200,0.9777476627462617,0.041566421507232436,0.8849424937019117,0.20966185140521118,5
97,4250,0.962029850012667,0.07648273155421917,0.8860699889323176,0.21035366685671292,5
97,4300,0.9379360679186755,0.13012572018821034,0.8868870086320638,0.21086545906278523,5
97,4350,0.9392663746799021,0.1269350390524817,0.8875249312062112,0.21124319940045486,5
97,4400,0.9725871199606853,0.05226475977012261,0.8880303958482247,0.21157168517985112,5
97,4450,0.9840948140460046,0.026404544092815924,0.8884405112955706,0.2118763440091724,5
97,4500,0.9890661145458994,0.015190684709349776,0.8887801739666168,0.2121694882688013,5
97,4550,0.9913894482347017,0.009882783904347246,0.8890745328208838,0.2124347384833419,5
97,4600,0.9925134443882178,0.007163261566574189,0.8893485388722484,0.2126458044023767,5
97,4650,0.9929506060674771,0.005768769424461526,0.8895793924173844,0.21287485678428297,5
97,4700,0.9928017163991837,0.0053824211666830876,0.8897597366692754,0.21315757453940778,5
97,4750,0.9918248890004147,0.00673388031574411,0.8899219222327569,0.21343088336979973,5
97,4800,0.9890066152530048,0.01251302879086088,0.890076375879222,0.2136838590448324,5
97,4850,0.9811337280003938,0.02996250581063748,0.8902347560782047,0.2138921428966142,5
97,4900,0.9566754050911952,0.0846836901972296,0.8903925040453848,0.21407473425949022,5
97,4950,0.928384924713805,0.14807378349182967,0.890552291630182,0.2142238715978121,5
97,5000,0.9173770503796042,0.17280583465998214,0.8907201274741812,0.2143298432044586,5
97,5050,0.9118053632088555,0.1853282464081446,0.8908845190185647,0.2144220070164214,5
97,5100,0.9084105134613603,0.192938782840394,0.8910528172698118,0.21448278044167307,5
97,5150,0.9061140934913628,0.19806865994548456,0.8912176594511645,0.21453004207953935,5
97,5200,0.9044725829480005,0.20170789823948312,0.8913738461228922,0.2145807054906912,5
97,5250,0.9032383950664877,0.20441897920508523,0.8915201769937934,0.21463916998297516,5
97,5300,0.9022696730211065,0.2065249689446345,0.8916477062181253,0.2147263759636813,5
97,5350,0.9014702743101465,0.2082344326353233,0.8917723696816411,0.21480753149157575,5
97,5400,0.9017556322342274,0.2074982394117133,0.8918977094906199,0.2148715318077205,5
97,5450,0.9022554111130064,0.20629893193170368,0.8920232082422289,0.21492364286876767,5
97,5500,0.9027812468363897,0.20505721364736448,0.8921578744893292,0.21494338959522105,5
97,5550,0.9033678243890481,0.20370510591936214,0.8922858244693652,0.21496688333177277,5
97,5600,0.9040402569792297,0.20216645569351113,0.8924195117833333,0.21496669153024756,5
97,5650,0.9048041662746807,0.20042156218851856,0.8925577436830061,0.2149456344946652,5
97,5700,0.9056569755438548,0.19849172835474216,0.8926930933343983,0.21492145451977282,5
97,5750,0.9065831867717207,0.1964090322977925,0.8928099905061374,0.21492857610898025,5
97,5800,0.9076189073985289,0.19409536042032613,0.892921171835591,0.21493835619036103,5
97,5850,0.9088043955228955,0.19146793689248479,0.8930446921009675,0.2149126047962732,5
97,5900,0.9102247131784751,0.18832026549492384,0.8931754663452561,0.2148624517965077,5
97,5950,0.9119413292615495,0.18451522413134874,0.8933026575473167,0.2148132323983092,5
97,6000,0.913990309648301,0.17997222674467064,0.8934238940156923,0.21477289998713237,5
97,6050,0.9164460588485327,0.17451467833483686,0.8935502466399916,0.21471428338726745,5
97,6100,0.9195304758260265,0.16763416573151352,0.8936839759372475,0.21463262294818014,5
97,6150,0.9234841668253232,0.1587875087957105,0.8938373842084884,0.21450249081934053,5
