architecture,K,epoch,matched_mean,matched_std,shuffled_mean,shuffled_std,n_seeds
mlp,79,86,0.015085064990962668,0.025218686865908665,-0.0007259374988285557,0.004774568845386945,5
mlp,79,89,0.017642683383316822,0.025240241287456482,-0.0008101932736997482,0.004753870007271392,5
mlp,79,92,0.020409643409556078,0.02523280712780628,-0.0009063322032336266,0.004752417830699811,5
mlp,79,95,0.023439257695604294,0.025310465124627982,-0.0010008829897048487,0.0047592051606428175,5
mlp,79,98,0.0267015274191001,0.025419775524773744,-0.0010915628113526035,0.004752765847851716,5
mlp,79,101,0.030321258239333994,0.02558324296131173,-0.0011863085302807187,0.004731940950082948,5
mlp,79,104,0.03439533369428292,0.025771323316226852,-0.0013029091374994043,0.004726246464301517,5
mlp,79,107,0.038842996077085044,0.02584148021887038,-0.0014617220192922821,0.00473802094572824,5
mlp,79,110,0.04358202838132961,0.0259086079613236,-0.0016302345644689925,0.004765138147483914,5
mlp,79,114,0.05038457766289063,0.026178644278392213,-0.001860573963455289,0.0047918471701716096,5
mlp,79,117,0.05584238673818108,0.026513008122939007,-0.002012681042214599,0.004793139408920489,5
mlp,79,121,0.06360800676134926,0.02699462878321065,-0.0021838262354276403,0.004736457702204048,5
mlp,79,125,0.07203368037446371,0.027616854498590807,-0.0023278852777813782,0.004618166521527494,5
mlp,79,129,0.08117738118236592,0.028478208783559528,-0.002473777768550774,0.004447030850295326,5
mlp,79,133,0.09097120485699262,0.029637917056746885,-0.002614028216911173,0.004276476568049332,5
mlp,79,137,0.10142613838839121,0.031069955370898236,-0.002739298048167655,0.0041527023646645515,5
mlp,79,141,0.11246632315525121,0.032680033431037855,-0.0028511737632552444,0.0040161810078741325,5
mlp,79,146,0.12699881557002857,0.03486190033019615,-0.0030322217355762886,0.0038473493082973125,5
mlp,79,150,0.13904592769159874,0.036597388643019424,-0.003192048713419433,0.0037379793487859795,5
mlp,79,155,0.15423968316856101,0.038630521632465095,-0.0033549555943244045,0.0036598296640240786,5
mlp,79,160,0.16936070818891769,0.040723312770009096,-0.0034785518719529737,0.003644630273060112,5
mlp,79,165,0.18425656577216615,0.04297563624883381,-0.0035618709933180693,0.0036344173923447756,5
mlp,79,170,0.19876460918098782,0.045242249024468974,-0.0036022550079061453,0.003641447123955135,5
mlp,79,176,0.21535505627853113,0.0477961268775838,-0.0036404850898042003,0.003669951393181648,5
mlp,79,181,0.22837910926631508,0.049799712567740025,-0.0036635853010206234,0.0036804303141623924,5
mlp,79,187,0.24305903407830817,0.052176575463948396,-0.0037043115691878597,0.003659032103246615,5
mlp,79,193,0.25661392305541186,0.05448995360558615,-0.003756667357997847,0.003659536262576228,5
mlp,79,199,0.26903422248693887,0.05662718354218857,-0.0037998016616454374,0.0036423936126306965,5
mlp,79,205,0.28019030272919726,0.05855939009201571,-0.003835416678548708,0.0036296633329949003,5
mlp,79,211,0.29018854411102124,0.06033709055820535,-0.003845900415687889,0.0036190686767083357,5
mlp,79,218,0.3005001962833861,0.06220717760104406,-0.0038383783397042256,0.0036260371123835173,5
mlp,79,225,0.3094200733803016,0.06386182239181624,-0.0038246131235581187,0.003646962233599142,5
mlp,79,232,0.3171030267999121,0.06527448589905933,-0.0038038442923877896,0.00368316381631656,5
mlp,79,239,0.32372612063888284,0.06642500383224716,-0.0037864658779380605,0.003726751128059418,5
mlp,79,247,0.33023119776846893,0.06754088446686614,-0.0037641367288572076,0.003779734796200658,5
mlp,79,255,0.33582388264763197,0.068492428597837,-0.0037448924970790395,0.0038252848262381985,5
mlp,79,263,0.3406935936508911,0.06932324366232161,-0.0037272679226627364,0.003856867213311122,5
mlp,79,271,0.3450070635409622,0.07004556822237086,-0.0037089622035635012,0.0038764376089067795,5
mlp,79,279,0.34888216532638056,0.07068547257855483,-0.003689714137956392,0.0038902086478828667,5
mlp,79,288,0.352826565566297,0.07132409507049413,-0.0036673775121594553,0.003906341858692906,5
mlp,79,297,0.3564106211101946,0.07191383141885087,-0.0036443389160320293,0.003922255584432728,5
mlp,79,307,0.3600636253470161,0.07250477329975559,-0.003624934264883173,0.003942599362642653,5
mlp,79,316,0.3631130390032284,0.07299555622728443,-0.0036086102282312646,0.003957817440625461,5
mlp,79,326,0.3662664864961568,0.07351123289042519,-0.003591194177610462,0.003973597598217104,5
mlp,79,336,0.36922982980042274,0.07400333311410981,-0.0035747933003610344,0.003990787368496581,5
mlp,79,347,0.37230095507560956,0.07453744110496835,-0.0035578374570440787,0.0040074287200577196,5
mlp,79,358,0.3751955595883533,0.0750548179322635,-0.003538899132151316,0.004020613669666095,5
mlp,79,369,0.37792803814611386,0.07555066888924879,-0.0035214743718937984,0.00403119567659122,5
mlp,79,381,0.3807648605524244,0.0760548676589889,-0.00350404291769435,0.00403945282479067,5
mlp,79,393,0.38348075504674217,0.0765247524046931,-0.0034870318449950594,0.0040473569453182015,5
mlp,79,405,0.3860878168019998,0.07696315264754167,-0.003471222504493326,0.004054550093680314,5
mlp,79,418,0.38880498217879955,0.07741645486753909,-0.0034563694428337626,0.004061222629230777,5
mlp,79,431,0.3914237918494572,0.07785198197283971,-0.0034418459946900177,0.0040684671910598,5
mlp,79,444,0.3939439124158947,0.07827285300211527,-0.0034277691441022768,0.0040758558624959616,5
mlp,79,458,0.3965685089792509,0.07871253098153036,-0.003412798972204998,0.00408245008904743,5
mlp,79,473,0.39928937593635994,0.07916085402592292,-0.0033973203642093546,0.004087331881230547,5
mlp,79,488,0.40192072126354067,0.07959813157276338,-0.0033818755258838025,0.004092176640925157,5
mlp,79,503,0.40447340730168263,0.08002766446540904,-0.0033660220902335565,0.004097386019753001,5
mlp,79,519,0.40711682326082954,0.08047464638826221,-0.00335088225882406,0.0041014954706175295,5
mlp,79,535,0.40968610536647543,0.08089813058381387,-0.0033366235834051197,0.004104178379374891,5
mlp,79,552,0.41234851174320114,0.08133901113491884,-0.0033231006764384125,0.004104980026804753,5
mlp,79,569,0.41495268238415395,0.08179266758911073,-0.003312145239867827,0.004104399892144581,5
mlp,79,587,0.41764241249516443,0.08227551029563195,-0.0033026603224912804,0.004103655702335942,5
mlp,79,606,0.4204189050131131,0.0827749571455429,-0.003292858468915207,0.004104710742545005,5
mlp,79,625,0.4231490713592193,0.08326890338773517,-0.0032828784603157746,0.004108441439873674,5
mlp,79,644,0.4258362354106125,0.08375132750217508,-0.0032717845966433413,0.004114181653594085,5
mlp,79,665,0.42876004878903623,0.08427393606454517,-0.0032593603671431217,0.004121298476786581,5
mlp,79,685,0.43149842122779763,0.08476878468383676,-0.003247999296919736,0.004128573015584902,5
mlp,79,707,0.43446246786717546,0.08531494981868523,-0.0032366587055264366,0.004137074026370295,5
mlp,79,729,0.43737732121317163,0.0858660415741371,-0.003226379940473456,0.004143332096282008,5
mlp,79,752,0.44038526951461954,0.08643221409119739,-0.00321590868038663,0.004148871211501088,5
mlp,79,776,0.44348480241092963,0.08701439619476677,-0.003203991628896593,0.0041529214378151205,5
mlp,79,800,0.44653605372989064,0.08758869208429255,-0.003191943417741798,0.004153269264489896,5
mlp,79,825,0.44966577040301664,0.08817600210740834,-0.0031786718575246486,0.0041504470516329816,5
mlp,79,851,0.45287734241809624,0.08878320817022546,-0.003162364413026705,0.00414877674052514,5
mlp,79,878,0.45616572622096496,0.08941393102025295,-0.003143643623736108,0.0041490334196856585,5
mlp,79,906,0.4595213660350124,0.09007601035356648,-0.0031254700696750027,0.004147215953050981,5
mlp,79,934,0.4628278950502723,0.09073824624539972,-0.0031087967700713657,0.0041411402359832665,5
mlp,79,963,0.4662231491352739,0.09142068051570472,-0.003094038944992765,0.004135758995367868,5
mlp,79,994,0.4698133999243511,0.09214114484928033,-0.0030793018591528127,0.004127252578704019,5
mlp,79,1025,0.47336131643110624,0.09284924403662892,-0.0030661704226230607,0.004114161357740416,5
mlp,79,1057,0.47697597902114364,0.09355646951239649,-0.003055167392158835,0.004093916158644688,5
mlp,79,1090,0.480642479941838,0.09426124724200649,-0.0030421764168309974,0.00406524802966872,5
mlp,79,1125,0.48448239452286923,0.09497883939589984,-0.0030276910399112916,0.00403018569642483,5
mlp,79,1160,0.48829587640615985,0.09565740618563548,-0.003015733629554608,0.003995983512115076,5
mlp,79,1197,0.4922829838701043,0.09634791262484306,-0.0030084505824086653,0.003956662318643396,5
mlp,79,1234,0.4962371876140056,0.09702125841799773,-0.003000802593805674,0.003912866354546035,5
mlp,79,1273,0.5003658122109689,0.09770091661448317,-0.002990983751089935,0.0038625117054497996,5
mlp,79,1313,0.5045456444445415,0.09836075645634201,-0.0029798861151567454,0.0038073761594771814,5
mlp,79,1354,0.5087641296707471,0.09900105743622513,-0.0029647336000390282,0.0037467501013994904,5
mlp,79,1397,0.5131292961766548,0.09965028376684258,-0.002949158705851026,0.003682573793398634,5
mlp,79,1441,0.5175302000608761,0.10028483427750656,-0.0029358639047579365,0.003617010945520029,5
mlp,79,1486,0.5219510072622392,0.10090133751025865,-0.002923598850758988,0.0035473898102447196,5
mlp,79,1533,0.526477422514278,0.10151979700397283,-0.002913972339907544,0.0034761910243598267,5
mlp,79,1581,0.5310100231538857,0.10213193625918554,-0.002909034371319185,0.0034034374718438258,5
mlp,79,1631,0.5356239381065312,0.10274682620214766,-0.0029049889115220482,0.0033267215639707754,5
mlp,79,1682,0.5402345041729196,0.10334148793678158,-0.0029010365708087927,0.0032441119840282474,5
mlp,79,1735,0.5449412701130972,0.10391996630174198,-0.002901093985957915,0.0031577668613629608,5
mlp,79,1789,0.5496267264732524,0.10447287914919616,-0.002904292482275832,0.003070386280723625,5
mlp,79,1845,0.5543543080382044,0.10500787990017683,-0.002906487392152276,0.002982774366760499,5
mlp,79,1903,0.5591343402080107,0.10551253597674662,-0.0029111833534363066,0.0028948554894998725,5
mlp,79,1963,0.5639644014901186,0.10598068582552078,-0.0029163120095895556,0.002809556163691399,5
mlp,79,2025,0.5688205450663003,0.10641048303173926,-0.0029165657457991025,0.002730994975668284,5
mlp,79,2089,0.5736911861528411,0.10679164877717442,-0.002919259279473661,0.002660808525974022,5
mlp,79,2154,0.578498979111536,0.1071080370067124,-0.002927138298081807,0.0025914087265138017,5
mlp,79,2222,0.583381808425147,0.10737483951588582,-0.002936892188923265,0.002523583968377277,5
mlp,79,2292,0.5882554863014151,0.10759872506358577,-0.002943920025170653,0.002455360022945851,5
mlp,79,2364,0.5931019243926278,0.1077456105066678,-0.0029529063623791934,0.002389141833525154,5
mlp,79,2438,0.5979181161500579,0.10782334475382999,-0.0029611451711218802,0.002327160696941546,5
mlp,79,2515,0.6027338657885102,0.10785834602638597,-0.0029693858852004435,0.0022784320340695063,5
mlp,79,2594,0.6074974261452223,0.1078319779312938,-0.002978082123706143,0.002244050605861847,5
mlp,79,2675,0.6122035770136954,0.10773281294023333,-0.0029919303570609306,0.002217060466920573,5
mlp,79,2759,0.6168841250995113,0.10758056276635787,-0.0030056870643388385,0.002203423043034472,5
mlp,79,2846,0.621521260877754,0.10740650329678689,-0.0030175442284497084,0.0022058459971697037,5
mlp,79,2936,0.6261042490660602,0.1071927118535537,-0.003032611366059569,0.002215877241245312,5
mlp,79,3028,0.6305718326678517,0.1069606674951574,-0.0030446275387277866,0.002236109084736842,5
mlp,79,3123,0.634951969216209,0.10671174698742629,-0.003055579110611284,0.002269463800097809,5
mlp,79,3221,0.6392519847951033,0.10642889208151946,-0.0030662887484375436,0.0023127631428757458,5
mlp,79,3323,0.6435242794155762,0.10610155246979672,-0.003076296292802952,0.0023624926631202973,5
mlp,79,3427,0.6476588534341607,0.10574654548586954,-0.003084449063235626,0.0024166314920741434,5
mlp,79,3535,0.6517579794320367,0.10536096038729426,-0.003089591127629229,0.0024763729500183788,5
mlp,79,3646,0.6558007090824349,0.10497127073346366,-0.0030896080665899243,0.002543123220910471,5
mlp,79,3760,0.6597869777970377,0.10458644285893876,-0.0030858534615339217,0.002617817925094393,5
mlp,79,3879,0.6637839450204293,0.10418112971378608,-0.0030815501136277615,0.002699092236154316,5
mlp,79,4000,0.6676707714747214,0.10376228046076397,-0.003073157760797162,0.0027784444625619867,5
mlp,79,4126,0.6715789644322168,0.10328753220142664,-0.0030597159232496765,0.0028591135275010914,5
mlp,79,4256,0.6754893328684087,0.10274124195055978,-0.0030393179504259803,0.002943359961109348,5
mlp,79,4390,0.6794027441542785,0.10213790081272772,-0.0030144882989827024,0.003022736910511757,5
mlp,79,4528,0.6832987091501866,0.10150584498346966,-0.002987055653606544,0.0030958043919344556,5
mlp,79,4670,0.6871813234844592,0.10080804814525832,-0.002959902393678703,0.0031703097497022647,5
mlp,79,4817,0.6910807425727518,0.10002862754403188,-0.002932608563729957,0.0032434571724705694,5
mlp,79,4968,0.6949944202743487,0.09914462409510637,-0.0029038510175734508,0.003312842419850176,5
mlp,79,5124,0.6989467539876847,0.09819017270568571,-0.0028713806093258396,0.0033813573395201266,5
mlp,79,5285,0.702939114636834,0.0971198784599783,-0.002833641863782282,0.003449647071449368,5
mlp,79,5452,0.7070065057989768,0.09587374433947496,-0.002799163239254507,0.003512718274255897,5
mlp,79,5623,0.7111115064700464,0.09446983676270887,-0.0027679406052395577,0.0035695456383189926,5
mlp,79,5800,0.715312851974043,0.0929026019987997,-0.0027342197471353627,0.003614205077643018,5
mlp,79,5982,0.719552548597859,0.09122153415880276,-0.002696638979436964,0.0036482520752043807,5
mlp,79,6170,0.723799138755615,0.08949052181381298,-0.0026561664320393624,0.0036725161985736218,5
mlp,79,6364,0.7280295888301327,0.08779011971856564,-0.002607103254514471,0.0036876699639785885,5
mlp,79,6564,0.7322162943486724,0.08612822348079768,-0.0025555517175580066,0.0036991641309056305,5
mlp,79,6770,0.7363675679808062,0.08451739446007045,-0.002500816769654922,0.0036991108861798407,5
mlp,79,6983,0.7405218340484352,0.08297723383333122,-0.0024427041007536155,0.0036942054266716376,5
mlp,79,7203,0.7446733197837052,0.08150850581068558,-0.002383186695625066,0.0036814745327293833,5
mlp,79,7429,0.7488111784858328,0.08008235624315395,-0.0023202223322408033,0.0036642916833955676,5
mlp,79,7662,0.7529725061675994,0.07866791357887555,-0.00225999977245396,0.0036402654999635456,5
mlp,79,7903,0.7571616923475664,0.07725440395952289,-0.0022018582166551796,0.003613053681841445,5
mlp,79,8152,0.7613451262231303,0.07583668095599055,-0.0021447700048840093,0.003587420209460047,5
mlp,79,8408,0.7655107210194063,0.07438976642725405,-0.00208523975139423,0.0035644103713358775,5
mlp,79,8672,0.7696508387869688,0.07287883915016384,-0.0020272134976219783,0.0035438653689892725,5
mlp,79,8945,0.7737601126096851,0.07130924837077719,-0.001975468259426999,0.0035272966237223156,5
mlp,79,9226,0.7778253946286962,0.0697087202866716,-0.001930072083727931,0.0035160575769516257,5
mlp,79,9516,0.7818631489639387,0.06809379286331188,-0.001879563624281112,0.0035059559192843585,5
mlp,79,9815,0.785890150595928,0.06646315427251609,-0.0018229261911067256,0.003498492510639717,5
mlp,79,10124,0.7899272857255807,0.06482403380062123,-0.0017599779399324448,0.0034991810592272313,5
mlp,79,10442,0.793961436288735,0.06322012070004263,-0.0016947200228568647,0.0035067430004165523,5
mlp,79,10770,0.7980072785168526,0.06167795186114387,-0.0016276798774645614,0.0035168631579620547,5
mlp,79,11109,0.8020711151068053,0.060220357369703,-0.0015608336930092177,0.0035418171972068585,5
mlp,79,11458,0.8061528717997557,0.05884982025727951,-0.0014937039292951964,0.0035773361544597223,5
mlp,79,11818,0.8102664766536908,0.05756187537618115,-0.001427248197057399,0.0036235094541557686,5
mlp,79,12189,0.8144396798855306,0.0563456179628459,-0.0013573591666761133,0.0036766967529021973,5
mlp,79,12572,0.8187335785339517,0.055194549081438685,-0.001288393695446907,0.003730219093578,5
mlp,79,12968,0.8231687536148252,0.054076959687464864,-0.0012244085157210513,0.0037934158355458765,5
mlp,79,13375,0.8277320839831679,0.05303304270457032,-0.0011619407960566672,0.0038662628602304143,5
mlp,79,13796,0.8324967646631171,0.051999484160707446,-0.001099824300252445,0.003942506024172341,5
mlp,79,14229,0.8374532892812772,0.05092349896922665,-0.0010322849402450772,0.004021255057373603,5
mlp,79,14677,0.8426339407611507,0.049821391451895534,-0.0009708918684549108,0.004101831109013141,5
mlp,79,15138,0.8480948869482857,0.04866283375761851,-0.0009205568598367719,0.0041730544245679535,5
mlp,79,15614,0.8537820344388883,0.047436993429152204,-0.0008726029390818621,0.004235859140744895,5
mlp,79,16104,0.8596506783251682,0.04617796760151136,-0.0008308204760666979,0.004289257144076647,5
mlp,79,16611,0.8657772513692313,0.044800882260453964,-0.0008113649788812378,0.004341474739464253,5
mlp,79,17133,0.8720330766275544,0.04332783548290587,-0.0007938033621939257,0.004381136186676508,5
mlp,79,17671,0.8783871537826657,0.04167597537249152,-0.0007867414489628608,0.00441896258782154,5
mlp,79,18227,0.8847440526739707,0.03991700185939279,-0.0007975131276449666,0.00443551629821915,5
mlp,79,18800,0.8908876660269607,0.03813425116057657,-0.0008213556451690997,0.004442892945634456,5
mlp,79,19391,0.896753368431864,0.03638116554602569,-0.000849020476416913,0.00442588221926967,5
mlp,79,20000,0.9021924182082539,0.03476462903369426,-0.0008949348981300229,0.004418801526310566,5
mlp,97,1,0.00047725749132250945,0.018727475317211667,-0.0007233820248642139,0.004043998371376907,5
mlp,97,2,0.0005025209408128061,0.01879528210190046,-0.000726184942697835,0.004001776873089363,5
mlp,97,3,0.0004789627664075695,0.01877789137204931,-0.0007196272104414951,0.003978144139044608,5
mlp,97,4,0.00041706333342136985,0.018704803785546387,-0.0007182171248601544,0.00396570974608892,5
mlp,97,5,0.00033001492952637325,0.01860630145591621,-0.0007199528807966783,0.003959985910354418,5
mlp,97,6,0.00021728964438179343,0.018489240198827393,-0.0007210277865987259,0.003953701506684992,5
mlp,97,7,6.534814963157429e-05,0.018364626802066627,-0.0007209936101308227,0.003945606033727997,5
mlp,97,8,-0.0001094197657556438,0.018232826183741207,-0.0007159296390315763,0.0039403887144537275,5
mlp,97,9,-0.0002750283956242328,0.018085624860129424,-0.0007077878644835757,0.003937337459975541,5
mlp,97,10,-0.0004282065987496524,0.01792571946840042,-0.0006952079878324941,0.003934629033987114,5
mlp,97,11,-0.0005726731974879731,0.017749554880951656,-0.0006763218308666898,0.003934782469651428,5
mlp,97,12,-0.0007066050796539859,0.01754908894371006,-0.0006523107785492786,0.003940781066278552,5
mlp,97,13,-0.0008174196380271697,0.017348319910958972,-0.0006240734149853191,0.003950385762620844,5
mlp,97,14,-0.0009026920445677252,0.017147942240518875,-0.0005939896766682287,0.003960202751164308,5
mlp,97,15,-0.0009627892129139843,0.01693946991572855,-0.0005604726764882222,0.003966351580142106,5
mlp,97,16,-0.0009996281320186755,0.01673248517405624,-0.0005281718958520072,0.003970841093525307,5
mlp,97,17,-0.0010117851653204605,0.016526227663079145,-0.0004973033081566458,0.003975112525222394,5
mlp,97,18,-0.0010024575470168086,0.01632570671338059,-0.0004652908205280512,0.0039780929229085125,5
mlp,97,19,-0.0009798231107369,0.016137034144665673,-0.00043193080923023314,0.0039811283073143255,5
mlp,97,20,-0.0009494551860819101,0.015947870366772615,-0.00039706750818320843,0.003986926387502663,5
mlp,97,21,-0.0009111922112552496,0.015751347581726322,-0.0003619206682005284,0.003993440102824338,5
mlp,97,22,-0.0008719185234042061,0.015545427867528609,-0.0003277597708767845,0.004000521827946798,5
mlp,97,23,-0.0008265971995349321,0.015344283990031807,-0.0002916850946893179,0.004005296610809869,5
mlp,97,24,-0.0007823719835620621,0.01514198542591644,-0.0002566295209077217,0.0040071197897295525,5
mlp,97,25,-0.0007398042275245813,0.01494331542030721,-0.00022343462189485918,0.00400687730811797,5
mlp,97,26,-0.0007021724258952193,0.014745391102260395,-0.00019196882971320926,0.004006455811925039,5
mlp,97,27,-0.0006654818341919423,0.014564116505317568,-0.0001633883092258301,0.004007866018008244,5
mlp,97,28,-0.0006267777360390192,0.014395028235444399,-0.0001385912373874823,0.004008732970114292,5
mlp,97,29,-0.0005795076510157475,0.014235926818209711,-0.00011936144475454009,0.004010055316933237,5
mlp,97,30,-0.0005093203720219708,0.014087684495476325,-0.00010418284464798738,0.004015404406172755,5
mlp,97,31,-0.0004245961243642453,0.013953173664765065,-9.259923600944564e-05,0.004025082847080266,5
mlp,97,32,-0.0003366595858262468,0.013843401100690796,-8.340483627822526e-05,0.004037142515033056,5
mlp,97,33,-0.00024791659533772437,0.013755501579141221,-7.738196102682928e-05,0.004052785123669047,5
mlp,97,34,-0.00016074906349776568,0.013692907824513842,-7.77121802671029e-05,0.004072132321787082,5
mlp,97,35,-6.942447002452682e-05,0.013656180688769576,-8.266316216755786e-05,0.0040930811402912015,5
mlp,97,36,3.526414350296797e-05,0.013639477272306395,-9.17084630583093e-05,0.0041129256621761515,5
mlp,97,37,0.00016168696648214548,0.013642205276668614,-0.00010408899142500712,0.004129623175638784,5
mlp,97,39,0.00046394041396842083,0.013673394257950399,-0.00014499816887796215,0.004155078609077766,5
mlp,97,40,0.0006472965834548733,0.0136974258998753,-0.00017175248551070077,0.004163956016351716,5
mlp,97,41,0.0008526873237977683,0.013728519185214002,-0.00020049457644996226,0.004170305082553518,5
mlp,97,42,0.0010766989559253012,0.013764497972666295,-0.00023175050375133337,0.004172591025191661,5
mlp,97,44,0.001579270024967791,0.01384955899533952,-0.00029502376467330953,0.004166041843610242,5
mlp,97,45,0.0018558688914771047,0.013900338719334717,-0.00032409065598178725,0.0041577343738921305,5
