architecture,K,epoch,centered_matched_mean,centered_matched_std,centered_shuffled_mean,centered_shuffled_std,n_seeds
mlp,113,107,0.6940243539459334,0.011751689749152137,0.0007287871816925041,0.002160860816420456,5
mlp,113,110,0.6901407756090343,0.012096736229238353,0.0007232454148891943,0.0021579063558281927,5
mlp,113,114,0.6847073423412586,0.012561746012407954,0.000716325269651248,0.0021663373240208327,5
mlp,113,117,0.6804949218565896,0.012889695757032088,0.0007245069317927252,0.002182325274964139,5
mlp,113,121,0.6747738614473278,0.013277039027848573,0.0007366998566067311,0.002217251898313174,5
mlp,113,125,0.6691333150213576,0.01367664673179394,0.0007397575971469908,0.0022690277513444427,5
mlp,113,129,0.6637507016515759,0.01401835509399728,0.0007378114525514476,0.002332502810688337,5
mlp,113,133,0.6587371149601198,0.0142362276906136,0.0007340700179275354,0.0023955035620227046,5
mlp,113,137,0.6542575620266778,0.014360860433932744,0.0007247717099343481,0.0024708778543037794,5
mlp,113,141,0.6504445136296498,0.014450076792745554,0.0006953215828557602,0.002541933751030452,5
mlp,113,146,0.6467561984637581,0.01457652963291008,0.0006363950810597497,0.0026290761543840313,5
mlp,113,150,0.6447216810244842,0.014604437794129952,0.0005839468327231364,0.002686222263180277,5
mlp,113,155,0.6432831158681862,0.014538497125173171,0.0005188843316860032,0.0027338647470602547,5
mlp,113,160,0.6430247801486665,0.0143916461764533,0.00046414372937276,0.00276855740439437,5
mlp,113,165,0.6438628501613681,0.01416648510176142,0.00041708475958808456,0.0027895949084681413,5
mlp,113,170,0.6456590210844384,0.013924481742502267,0.0003661102269591947,0.0027847119006931633,5
mlp,113,176,0.648850590955038,0.01362234712936872,0.0003109339348059409,0.002761636527738233,5
mlp,113,181,0.6521362536968831,0.013395075535675816,0.0002595363707167715,0.0027268730207717735,5
mlp,113,187,0.6565857055658497,0.013161548957973968,0.00020214377126368107,0.002662574659985735,5
mlp,113,193,0.6613165355683679,0.012931560117712756,0.00014489621791453433,0.002600364696250729,5
mlp,113,199,0.6661664200035111,0.01270961746982987,7.632491678784869e-05,0.002543049480755266,5
mlp,113,205,0.670985888401536,0.0124730784644102,2.5508603126904797e-06,0.002497788685415508,5
mlp,113,211,0.6756289071416377,0.012200639171430641,-6.81250509567465e-05,0.002472168892635585,5
mlp,113,218,0.6807331832283052,0.011858286046118636,-0.00014484270404047805,0.0024570774316392237,5
mlp,113,225,0.6854138109716251,0.011533927114462845,-0.00021357049370533302,0.0024503809622145956,5
mlp,113,232,0.6896238302609963,0.011232213845938348,-0.00027285741787915494,0.002447538668064819,5
mlp,113,239,0.6933795998197454,0.010953188778516055,-0.0003215608424146134,0.00245194217937702,5
mlp,113,247,0.6971617226826494,0.010655789414737712,-0.00037290446304312903,0.0024625041291317915,5
mlp,113,255,0.70046117489321,0.010380933474389141,-0.0004197400619271101,0.0024796458271261184,5
mlp,113,263,0.7033459092370197,0.010128784682762963,-0.00046506234091240294,0.002502380177704476,5
mlp,113,271,0.705870426610198,0.009915133385026743,-0.0005069701318868453,0.002523278308036064,5
mlp,113,279,0.7080946595139797,0.009730226746924586,-0.0005441656993360286,0.0025403519132225477,5
mlp,113,288,0.7103004526018956,0.009547061702195655,-0.000581640798906223,0.0025575898874179107,5
mlp,113,297,0.712248452555009,0.009388004449100118,-0.00061481969329026,0.002573042680452285,5
mlp,113,307,0.714173758583603,0.009238510806726878,-0.0006470899378635982,0.0025892434573449976,5
mlp,113,316,0.7157367804393611,0.009124142012350955,-0.0006736470997954834,0.0026019166006653292,5
mlp,113,326,0.7173194735566238,0.009012918331373087,-0.0007013539206740778,0.0026146404691154484,5
mlp,113,336,0.718768223030866,0.008914766466935573,-0.0007275753095809807,0.0026266875109473035,5
mlp,113,347,0.7202388823720389,0.008819725965380644,-0.0007539694913443785,0.0026391983053113115,5
mlp,113,358,0.7216074055242174,0.008733786468942005,-0.0007786261839275437,0.0026505558335509546,5
mlp,113,369,0.7228924881399943,0.008655743957879197,-0.0008014303254000887,0.0026610768804741806,5
mlp,113,381,0.7242117425730237,0.008578433211427126,-0.0008248648399806699,0.002672607135330604,5
mlp,113,393,0.7254603435420499,0.00851031542112075,-0.0008467329097792021,0.0026840736562848398,5
mlp,113,405,0.7266488607749121,0.008449434796901396,-0.0008672249367039187,0.0026953046650727563,5
mlp,113,418,0.7278773080312612,0.008388090284617247,-0.0008884116944061356,0.0027070733180458223,5
mlp,113,431,0.7290530035512347,0.008331806951421515,-0.0009086942160729812,0.002718356388949256,5
mlp,113,444,0.7301861918095909,0.008280016139594398,-0.0009281937260608658,0.002729792768977639,5
mlp,113,458,0.731365607571131,0.008229622834904325,-0.0009480135096775445,0.002742687260616418,5
mlp,113,473,0.7325862706946001,0.008181099327217377,-0.0009683233061592265,0.002756274999575508,5
mlp,113,488,0.7337676664191027,0.00813776663104091,-0.0009878465950401432,0.002769703730361917,5
mlp,113,503,0.7349156315391058,0.008096422017667257,-0.001006531054095147,0.0027829009554832906,5
mlp,113,519,0.7361107167554654,0.008053015784522322,-0.0010254467750671881,0.002796725420699005,5
mlp,113,535,0.7372773912391827,0.008013529585454336,-0.0010433963267828582,0.002810391477838971,5
mlp,113,552,0.7384894733668931,0.007975428995495535,-0.0010616990785000913,0.0028246992704535714,5
mlp,113,569,0.7396754153179812,0.007939132169752653,-0.0010793468262376552,0.002839089851888141,5
mlp,113,587,0.740905775710673,0.007902535680669629,-0.0010973864912275568,0.0028535955720199713,5
mlp,113,606,0.7421789337966048,0.007865066084961566,-0.0011153412188367304,0.002867626643620902,5
mlp,113,625,0.7434292372052702,0.007828396169930488,-0.001132834426767117,0.0028804955059504576,5
mlp,113,644,0.744659373642403,0.007792101282806985,-0.001150032147212669,0.00289288381930561,5
mlp,113,665,0.7460003372701317,0.007754746915928291,-0.0011684359980373507,0.002905864301684065,5
mlp,113,685,0.7472589294177101,0.007720710583854427,-0.0011857606393803409,0.002917722472223222,5
mlp,113,707,0.7486233612847133,0.007686524389629974,-0.0012046674246232482,0.002930363127717334,5
mlp,113,729,0.7499695112106027,0.007656272483997615,-0.0012234857251209358,0.0029432245875972837,5
mlp,113,752,0.7513604739085233,0.0076262174756674805,-0.0012428930802896709,0.002956987084597073,5
mlp,113,776,0.752796407012974,0.007594317831362712,-0.0012632031161271577,0.0029710061632077854,5
mlp,113,800,0.7542191570534609,0.007562064079483346,-0.0012837185209545888,0.002984631880093023,5
mlp,113,825,0.7556894362233911,0.007531405206296417,-0.0013051737768806735,0.0029980256465170128,5
mlp,113,851,0.7572035344074266,0.007501112915987105,-0.0013268494102781816,0.0030113387473752547,5
mlp,113,878,0.7587596572210709,0.007471887287058529,-0.0013493783163496546,0.0030243876352999154,5
mlp,113,906,0.7603572674369559,0.007442163218910897,-0.0013735104653544716,0.0030378127764906877,5
mlp,113,934,0.7619389935892031,0.007416050353008541,-0.0013980358434334567,0.0030504802183296794,5
mlp,113,963,0.763563656003976,0.007391007760075396,-0.0014227467590887653,0.003062680331552069,5
mlp,113,994,0.7652875674552617,0.007362737736465102,-0.0014487505108336132,0.0030746441688122607,5
mlp,113,1025,0.7669951894782777,0.007332392579637105,-0.0014742634541570069,0.0030855189997170142,5
mlp,113,1057,0.7687417839238815,0.007300137155429206,-0.001500313378924363,0.003096530950097886,5
mlp,113,1090,0.7705263643406562,0.007268001356541764,-0.0015272160742145413,0.003107266983604615,5
mlp,113,1125,0.7724001160267087,0.007236472733829687,-0.001555485642094533,0.003118388894476635,5
mlp,113,1160,0.7742559641651426,0.007204304579393715,-0.0015825727977346285,0.003128035835800071,5
mlp,113,1197,0.7762033284577415,0.00717178151425053,-0.0016103427036377048,0.0031372306831990307,5
mlp,113,1234,0.7781327104647525,0.007143672419848472,-0.0016369622155192366,0.0031451248109227808,5
mlp,113,1273,0.7801454015589936,0.00711370113634049,-0.0016647223450249934,0.0031529296445130988,5
mlp,113,1313,0.782185638212998,0.007082198676245945,-0.001692701531902092,0.003161224260767113,5
mlp,113,1354,0.7842525312460944,0.007047729369129023,-0.0017214786500869509,0.0031699747588921686,5
mlp,113,1397,0.7863966839380903,0.007015240444137377,-0.0017515658511324673,0.003179072831089198,5
mlp,113,1441,0.7885630895597224,0.006984047713358207,-0.0017817739625884434,0.003189436701750367,5
mlp,113,1486,0.790747171429193,0.006952730922715687,-0.0018118939772920617,0.0031990069959552847,5
mlp,113,1533,0.7929967477452304,0.0069234323751922,-0.001842240913919914,0.0032082072246255155,5
mlp,113,1581,0.7952549651958419,0.006895915578188599,-0.0018725216216645315,0.003218529089386406,5
mlp,113,1631,0.7975660702452266,0.006874444406189492,-0.0019044783748275924,0.003229976933596329,5
mlp,113,1682,0.7998790155183759,0.0068575503735971936,-0.0019365173762357995,0.003241578680071116,5
mlp,113,1735,0.8022359540879922,0.006843438951246895,-0.00196894074650841,0.0032538081657609436,5
mlp,113,1789,0.8045908009096638,0.006833244850132851,-0.0020013858376769188,0.0032666216959349368,5
mlp,113,1845,0.806979486186535,0.0068314330252650865,-0.0020346696250320567,0.0032794085298265135,5
mlp,113,1903,0.8093888780426491,0.006837407594426588,-0.0020672055224285643,0.0032932480183557864,5
mlp,113,1963,0.8118186371619149,0.006853170565068279,-0.0020987901939212485,0.0033062635604924483,5
mlp,113,2025,0.8142561192592426,0.00687360140339996,-0.0021313473441106926,0.003318154504565266,5
mlp,113,2089,0.816695056869351,0.006902906281167265,-0.0021646431219559314,0.003327673802805817,5
mlp,113,2154,0.819098661607488,0.0069395224368714896,-0.0021973680917764084,0.0033363879280714367,5
mlp,113,2222,0.8215407076161145,0.006993401941257771,-0.0022298077063313527,0.0033459652492298427,5
mlp,113,2292,0.8239794556597826,0.007047450212271089,-0.002260522913360726,0.0033564648604132645,5
mlp,113,2364,0.8264033268874081,0.007108987843160027,-0.002288536376094775,0.0033660087352707334,5
mlp,113,2438,0.8288055735118556,0.007172974941033453,-0.002315930185391934,0.0033758493542982984,5
mlp,113,2515,0.831220137734743,0.0072335160994769915,-0.0023440392375974313,0.0033858776987715942,5
mlp,113,2594,0.8336137641420294,0.007291576687178905,-0.0023705601465754227,0.003395161775230079,5
mlp,113,2675,0.8359791391354296,0.007342929164803643,-0.0023966375722285055,0.0034051600040002463,5
mlp,113,2759,0.8383429599242836,0.007396360586088888,-0.0024255359086340572,0.0034175255715993952,5
mlp,113,2846,0.8406905346896458,0.007454135928610426,-0.0024571563889297906,0.0034284870616195172,5
mlp,113,2936,0.8430135309107989,0.007514120950511075,-0.002489533035039145,0.0034390408024052924,5
mlp,113,3028,0.845280860456725,0.0075677131600376275,-0.0025217527637415938,0.003447564277421946,5
mlp,113,3123,0.8475078536316367,0.00761731013858117,-0.0025550595552033643,0.0034562504426543907,5
mlp,113,3221,0.8496901718949224,0.007660474055281521,-0.002589426149975043,0.0034655232978793166,5
mlp,113,3323,0.8518409161728563,0.007703672088855281,-0.0026262221823450645,0.00347365388163632,5
mlp,113,3427,0.8539102501786285,0.0077350020171762625,-0.0026629482449076185,0.0034789411781287714,5
mlp,113,3535,0.8559264116070272,0.007761140732066546,-0.0026987993591511493,0.003483428435091163,5
mlp,113,3646,0.8578625251596025,0.007789520169925164,-0.0027319589665612738,0.0034858733069101405,5
mlp,113,3760,0.8597246911575993,0.00781939694816206,-0.0027642239599061985,0.0034852046414370146,5
mlp,113,3879,0.8615400686740161,0.007851624129566977,-0.0027945675822731455,0.0034815076511978183,5
mlp,113,4000,0.8632617147284825,0.007883854301683545,-0.002824304639993204,0.003475038852693353,5
mlp,113,4126,0.864928661893152,0.007917320814451793,-0.002854960386894771,0.0034655495813851584,5
mlp,113,4256,0.8665186234830535,0.007965754655220878,-0.0028840306682632105,0.003456390832216308,5
mlp,113,4390,0.8680240922162088,0.008022734872098859,-0.002910853953673446,0.003445214546191554,5
mlp,113,4528,0.8694556902671989,0.008083608543459346,-0.0029395217008671556,0.0034322543339130405,5
mlp,113,4670,0.8708108321089124,0.008148756194595938,-0.0029702769072278866,0.0034192254222644427,5
mlp,113,4817,0.8720986128000302,0.00823318915908394,-0.0030015321189539946,0.0034070049435487057,5
mlp,113,4968,0.8733249364551121,0.008322273684782158,-0.003035975773543103,0.003395841846637358,5
mlp,113,5124,0.8744949689784741,0.008412144216222342,-0.003073272977913229,0.003384182252141066,5
mlp,113,5285,0.8756198631488527,0.008498451651756535,-0.0031152565807309436,0.003374689998123681,5
mlp,113,5452,0.8767048900568121,0.008598341494293083,-0.003157751832629411,0.0033673525009520447,5
mlp,113,5623,0.8777414520280278,0.008689481910795875,-0.003201782043413366,0.0033632136388353825,5
mlp,113,5800,0.8787460206297972,0.008777965717550698,-0.0032463768109750753,0.003365624766166179,5
mlp,113,5982,0.8797182344131146,0.008843473546766666,-0.0032901526307895198,0.0033714698866536713,5
mlp,113,6170,0.8806611827598501,0.008897012977563476,-0.003333513393717208,0.0033790253727080267,5
mlp,113,6364,0.8815632389701678,0.008926909581223982,-0.0033735963619520746,0.0033868382544793687,5
mlp,113,6564,0.8824236532590717,0.008933057657830248,-0.0034095411807149533,0.0033894964958344326,5
mlp,113,6770,0.8832551055242618,0.008921349043791653,-0.0034431779453920315,0.003392903926123042,5
mlp,113,6983,0.8840545948560822,0.008892975798274671,-0.003474079244673048,0.003396110819105286,5
mlp,113,7203,0.8848273972779783,0.008835350701244287,-0.0034995519070729723,0.0033956635017884044,5
mlp,113,7429,0.8855579120193097,0.008731917287026839,-0.0035241849323525234,0.00338966506696126,5
mlp,113,7662,0.8862731480473057,0.008603464257783671,-0.003550299023467759,0.0033769199545745938,5
mlp,113,7903,0.8869867836124519,0.008440146796086638,-0.0035758687293003834,0.003359450772777912,5
mlp,113,8152,0.8877161603628266,0.0082299847517332,-0.0035990161421777848,0.0033423494845812307,5
mlp,113,8408,0.8884630149067044,0.00801087214626904,-0.0036204553130033666,0.003326066103255132,5
mlp,113,8672,0.8892377833752734,0.007794681643464734,-0.0036406394646056827,0.003311113242594832,5
mlp,113,8945,0.8900338101175167,0.007595983679390465,-0.0036527589189627855,0.0033008612586176494,5
mlp,113,9226,0.8908490924300849,0.007425242884567056,-0.003653340587589887,0.0032943368812451417,5
mlp,113,9516,0.8917000780656099,0.0073113734337374985,-0.003645438875176565,0.003294718595000383,5
mlp,113,9815,0.8925851485116614,0.007245654272894792,-0.003626987802891216,0.003303987461740873,5
mlp,113,10124,0.8935200636259386,0.007240497667853349,-0.0035982490191579556,0.0033202896776979925,5
mlp,113,10442,0.8945017869166779,0.007306066865302822,-0.003560413391311564,0.003342548091732166,5
mlp,113,10770,0.8955349420583307,0.007436792296060525,-0.0035167913624190835,0.003368342437309205,5
mlp,113,11109,0.8966273290984106,0.007626015875098239,-0.0034700961278763057,0.003395921810451949,5
mlp,113,11458,0.8977780683890924,0.007858258070998372,-0.0034180409188218895,0.003428180574182191,5
mlp,113,11818,0.8989809436690169,0.008116475343862388,-0.003365153306294814,0.0034617414736136565,5
mlp,113,12189,0.9002498785767262,0.00838021243446998,-0.0033130244305413573,0.003493822597958414,5
mlp,113,12572,0.9015899944439958,0.008645710527406288,-0.0032614021729336943,0.0035225451550590947,5
mlp,113,12968,0.9030267609805254,0.008905278178104136,-0.003216410087042573,0.0035512072186022594,5
mlp,113,13375,0.9045814940524443,0.009137785916427315,-0.0031768596927131626,0.003578057540502488,5
mlp,113,13796,0.9062852077893007,0.00933122404566469,-0.003148822897283159,0.003607477183759391,5
mlp,113,14229,0.9081610760519384,0.009482142543236656,-0.0031302088570407762,0.003634814741473995,5
mlp,113,14677,0.9102369224904863,0.009607629608336459,-0.0031240630753471147,0.0036621220959016025,5
mlp,113,15138,0.912518903464392,0.00971776030942908,-0.003121620609997386,0.003690890668345732,5
mlp,113,15614,0.9150225890315997,0.009811014250888872,-0.0031209937739270213,0.003711363099518662,5
mlp,113,16104,0.9177367493628991,0.009880189442469468,-0.0031175408099939966,0.0037309951921191517,5
mlp,113,16611,0.9205917966824877,0.009907708332770169,-0.0031155658937231075,0.003748614842101174,5
mlp,113,17133,0.9235254873614831,0.009940660680979338,-0.0031112438081892574,0.0037539386314290814,5
mlp,113,17671,0.9264362419083753,0.009954982889720507,-0.0031095993037362464,0.0037546160125581513,5
mlp,113,18227,0.9292167772257296,0.009971873732383165,-0.0031108995664486014,0.003743880457236642,5
mlp,113,18800,0.93166721834254,0.010055206759526503,-0.00311369556448207,0.003728686719818925,5
mlp,113,19391,0.9335214954945144,0.010330498329420724,-0.0031221830185231996,0.003709247185907678,5
mlp,113,20000,0.9344113036909363,0.011029474360198795,-0.00313514632993664,0.0036933304354097025,5
transformer,79,1,0.03391781351119677,0.00853304247814531,-0.0005016058610823962,0.001724454978268456,5
transformer,79,2,0.061197076272047145,0.008319697499264889,-2.9571089588075523e-05,0.0022590807588264658,5
transformer,79,3,0.08893843828686585,0.009412893563756906,0.000259022469439889,0.0024284515934200612,5
transformer,79,4,0.11501598094378873,0.008455216769984017,0.00011760099629493444,0.0022640499278872715,5
transformer,79,5,0.1405821231903015,0.00862883042830097,-0.000297124751679012,0.0020175438734053946,5
transformer,79,6,0.16531755109145374,0.009655053828665112,-0.0006702933072007868,0.0016056158811698332,5
transformer,79,7,0.189218249441288,0.010053973336364291,-0.0008254782343748511,0.0014611113665305394,5
transformer,79,8,0.213030259993903,0.009637659004863935,-0.0009272608119632356,0.0015538634456228571,5
transformer,79,9,0.2371038163842055,0.01049926249197249,-0.001049181115066789,0.0018959561221581452,5
transformer,79,10,0.2610262415735657,0.011758625556189459,-0.0009322332763251728,0.002076585120598359,5
transformer,79,11,0.283870608188679,0.012550511247310117,-0.0006606570337043449,0.0021382223847513783,5
transformer,79,12,0.3060096614662235,0.012950431995372666,-0.0005528519072040945,0.001972184462805368,5
transformer,79,13,0.32756034338641715,0.013001641451273173,-0.0006084050508492593,0.0019172754572085772,5
transformer,79,14,0.3477400900197892,0.01275720489518651,-0.0006755880557785114,0.00185183255382466,5
transformer,79,15,0.36690250826179965,0.012390298009887335,-0.000813840499920537,0.0018485898083192614,5
transformer,79,16,0.385829362057867,0.011873713326961568,-0.0008674720333970619,0.0016857719695997355,5
transformer,79,17,0.40394408271232596,0.011707166235364583,-0.0009401893376560754,0.0015408763984386935,5
transformer,79,18,0.4211295369436362,0.011964844504498468,-0.000981124785798585,0.0014941455225177002,5
transformer,79,19,0.43744120972033596,0.012247347387109276,-0.001034409806712909,0.001369778540427296,5
transformer,79,20,0.4530446791316418,0.012576992603280303,-0.0010275626761605298,0.0011657577692127691,5
transformer,79,21,0.4680183709313428,0.012697694704512614,-0.0010160956393337286,0.0010389156464782432,5
transformer,79,22,0.4825040236961818,0.012645350387008186,-0.0010117406507489592,0.0009913364048725313,5
transformer,79,23,0.49668845504232867,0.012620122265466778,-0.0009390479447233887,0.000913044303784942,5
transformer,79,24,0.5102180147915886,0.012724153723948094,-0.0008376744773505517,0.0007539892009055587,5
transformer,79,25,0.5231735280694966,0.012843163728430848,-0.0007046762315788511,0.0006275784099250991,5
transformer,79,26,0.5355168108999706,0.013038562757780463,-0.0005863201367413068,0.0005140778761398616,5
transformer,79,27,0.5473740009566999,0.013189374400579988,-0.0005250693819266052,0.00043375979276786224,5
transformer,79,28,0.5588109232788232,0.013359030550957008,-0.00045807801840070425,0.0004199030816590362,5
transformer,79,29,0.5697370085013406,0.013491166173402786,-0.00038985106196973997,0.00045009589817073794,5
transformer,79,30,0.580191217663046,0.013600452079409206,-0.0003382429127456962,0.0005236277352965177,5
transformer,79,31,0.5899522333858142,0.013798411325823932,-0.00030493223233695024,0.0006082552204033305,5
transformer,79,32,0.598942708371174,0.014078162356620667,-0.0002807452472633735,0.0006859540203823894,5
transformer,79,33,0.6071131881207945,0.014626558775419041,-0.000257524599749899,0.0007597539774033745,5
transformer,79,34,0.6144896827436565,0.015476879086194816,-0.00021525265656107336,0.0008302230711095869,5
transformer,79,35,0.6211603064847333,0.016726769036908177,-0.00015516827652307968,0.000928045302771435,5
transformer,79,36,0.626999764793616,0.01843055810887996,-9.628869544004736e-05,0.001027575130054009,5
transformer,79,37,0.6318800534740088,0.020663796566603103,-4.705604825464616e-05,0.001114571047214595,5
transformer,79,39,0.6385799320735036,0.027200686020557762,6.842143604989159e-05,0.001344604503530552,5
transformer,79,40,0.6404133746047813,0.03157740942050544,0.00014536231938077037,0.0014954837350843032,5
transformer,79,41,0.6411742625900372,0.03666579601174038,0.0002311099616517219,0.0016696989194606429,5
transformer,79,42,0.6407305425617589,0.042529124538918786,0.00033336710748662105,0.0018623512147473331,5
transformer,79,44,0.6368204143242325,0.056469438768731846,0.000547058254327305,0.00230831957344795,5
transformer,79,45,0.6334275509713642,0.06447666233343546,0.0006597959629021882,0.0025432481091232505,5
transformer,79,46,0.6291956371958726,0.07289654421873747,0.0007548957105254397,0.0027851652239546994,5
transformer,79,48,0.6183217929982909,0.08995822767578299,0.0009273207871137744,0.0033027823717860856,5
transformer,79,49,0.6119999357700894,0.09791756455223526,0.000997445521046705,0.003545089327921243,5
transformer,79,51,0.5981369387498813,0.11150773957446665,0.001082865917338837,0.004012160707450219,5
transformer,79,53,0.5834742081644759,0.12109698467814707,0.001098550065202248,0.004472178523711813,5
transformer,79,54,0.5762783011184744,0.12395778603247207,0.0010790294947374533,0.004703091528572878,5
transformer,79,56,0.562684621768188,0.12610554848690622,0.0010100233371155116,0.0051210377752922325,5
transformer,79,58,0.5509331133454584,0.12462434610154581,0.0009002208840907444,0.005462245911407345,5
transformer,79,59,0.5456577483981231,0.12328891429488847,0.0008358011773284066,0.005606876828442069,5
transformer,79,61,0.5374073249696681,0.12010448603642367,0.000712158945141311,0.005845887804250846,5
transformer,79,63,0.5310362616110559,0.11768384449699458,0.0006010657258822064,0.006081613802157785,5
transformer,79,65,0.5266296363473019,0.11633388691419436,0.0005069464406436679,0.006368893409718677,5
transformer,79,67,0.5236526248716297,0.11548603231341882,0.0004161664372116571,0.006677577903934217,5
transformer,79,69,0.5215725385298756,0.11483318170239694,0.0003554577402720789,0.007008660588093752,5
transformer,79,72,0.5194889241960461,0.11398556160562309,0.0002937464473476554,0.007565846778122798,5
transformer,79,74,0.5188038991459314,0.11326765748851401,0.0002691404935507402,0.007956922734311244,5
transformer,79,76,0.5186734429377359,0.11227790954869495,0.0002275278823206127,0.008334484081025747,5
transformer,79,79,0.5189225922921679,0.1104529375110777,0.00019891485759652403,0.00882124401805661,5
transformer,79,81,0.5195272953965225,0.10884685805601384,0.0001767501245201135,0.009092250847586691,5
transformer,79,84,0.5208568414295911,0.1060562647531984,0.00019731628733098036,0.009474725357276845,5
transformer,79,86,0.522042772530123,0.10403610362466684,0.00023713903182942704,0.009701481974457235,5
transformer,79,89,0.524080969170269,0.10097963102840869,0.00028993530627638225,0.010030983722182302,5
transformer,79,92,0.5263553602774789,0.0979947242443895,0.0003684859380471608,0.010310606091479046,5
transformer,79,95,0.528833032184292,0.09527618126545473,0.0004564243944346812,0.010552829114597144,5
transformer,79,98,0.5314372318134687,0.09293507605958753,0.0005432339342479695,0.010755767753377676,5
transformer,79,101,0.5341337798907432,0.09092757880581247,0.000619125783609751,0.010924535568462632,5
transformer,79,104,0.5367861965746054,0.08919459906368053,0.0006767319287240611,0.011066114873943935,5
transformer,79,107,0.5393077506634059,0.08766270084620109,0.0007198417558072851,0.011178953408864151,5
transformer,79,110,0.5416652905646491,0.08632468584417821,0.000747150535145959,0.011272794399696872,5
transformer,79,114,0.5444837070949172,0.08480377737183672,0.0007555819108474935,0.011364566006633492,5
transformer,79,117,0.5463582305170787,0.08382613965464392,0.0007602237346195112,0.01140611144714738,5
transformer,79,121,0.548509883934853,0.08274142532354516,0.0007494608252007061,0.011455754561200869,5
transformer,79,125,0.5502766856536938,0.08187966071673335,0.0007456174094762253,0.011489435900181633,5
transformer,79,129,0.5516967209100905,0.0812068996715139,0.0007344781725773183,0.011519385756637942,5
transformer,79,133,0.5528365442268994,0.08068332558511825,0.000725690190857373,0.011540320596295398,5
transformer,79,137,0.553764123579304,0.08026522229667273,0.0007159790689873901,0.011557016360417904,5
transformer,79,141,0.5545214525769122,0.07992750405174102,0.0007050954905957433,0.01157008264829906,5
transformer,79,146,0.5552974536579307,0.07958252004057262,0.00069191010246028,0.011582918106536961,5
transformer,79,150,0.5558231672213539,0.0793513051884086,0.0006824159816276335,0.011589322795226528,5
transformer,79,155,0.5563996932912236,0.07910047233476479,0.0006718184519131587,0.011595375791659495,5
transformer,79,160,0.5569100662631999,0.07887796802121105,0.0006611990807267896,0.0116000816200925,5
transformer,79,165,0.5573803448494526,0.07867106305058692,0.0006516535251166421,0.01160333069077404,5
transformer,79,170,0.557825348987814,0.07847367182958055,0.0006433203205666694,0.011605682710815336,5
transformer,79,176,0.5583328218459769,0.07824519039720741,0.0006338672928264202,0.01160795553238684,5
transformer,79,181,0.5587401810925684,0.07805761517233042,0.0006268178752685237,0.011609636217330558,5
transformer,79,187,0.5592192885230542,0.0778341964200827,0.0006186371728327068,0.011611031690831473,5
transformer,79,193,0.5596934949423932,0.07761144169745697,0.0006109761977164046,0.011612512997679693,5
transformer,79,199,0.560162851514218,0.07738830026698154,0.0006033783942043111,0.011614319197470371,5
transformer,79,205,0.5606268491229948,0.07716513794272446,0.0005960031390412374,0.011616008757999851,5
transformer,79,211,0.5610886539109851,0.07694193864363073,0.0005889322890444568,0.011618196758186476,5
transformer,79,218,0.5616271180227959,0.07667969946303335,0.000580997727302484,0.011620620118042182,5
transformer,79,225,0.5621639857787055,0.07641611697168926,0.0005733318669784392,0.01162277100575562,5
transformer,79,232,0.5626988261090542,0.07615171953038706,0.0005657515937882191,0.011624651448207917,5
transformer,79,239,0.5632324363857505,0.07588727341428286,0.0005583621861600951,0.011626612646599836,5
transformer,79,247,0.5638432569763895,0.0755832767394632,0.0005496134885786697,0.011627638922853087,5
transformer,79,255,0.5644518200588065,0.07527717460262821,0.0005408690370140724,0.011628056816252919,5
transformer,79,263,0.565058711074684,0.07497003473317747,0.0005321150256062483,0.011627688105041707,5
transformer,79,271,0.5656662765770017,0.07466126568080537,0.0005233832518883975,0.01162686695734143,5
transformer,79,279,0.566269606552997,0.07435106784060828,0.0005148344170976396,0.011625931543183029,5
transformer,79,288,0.5669487424803176,0.07400184707743719,0.0005046054295873264,0.011624027477129477,5
transformer,79,297,0.5676254800193073,0.07365510950615885,0.000494325794473547,0.011622201790527812,5
transformer,79,307,0.5683738999444419,0.07327106289143981,0.00048404917314322574,0.01162073819149193,5
transformer,79,316,0.5690480367504565,0.07292644950973012,0.0004749294982537497,0.011618872783514877,5
transformer,79,326,0.5697958008063899,0.07254013277790007,0.0004654899582156247,0.011617372211625924,5
transformer,79,336,0.5705347163008897,0.0721530993063113,0.00045671647201725137,0.011615855071398456,5
transformer,79,347,0.571345192811485,0.07172758495798745,0.00044682325355284853,0.011612792519148103,5
transformer,79,358,0.5721540104575847,0.07130661351144559,0.00043714687136871337,0.011609508812512763,5
transformer,79,369,0.5729635106421231,0.07088952347558654,0.0004275884421060368,0.011605418872729884,5
transformer,79,381,0.5738450393705838,0.07043704966828211,0.0004174368663999919,0.011600156819802086,5
transformer,79,393,0.5747298854366107,0.06998296891800256,0.0004074707970157489,0.011593447545184918,5
transformer,79,405,0.5756082495806745,0.06953111777191007,0.0003977534104990285,0.011586995872712174,5
transformer,79,418,0.5765558766724815,0.06904672630554612,0.00038812549256948755,0.011580556881930552,5
transformer,79,431,0.5775014001731629,0.06856416641650658,0.0003795538757137056,0.011573116991452465,5
transformer,79,444,0.578442477052639,0.0680852463150785,0.0003712868781013144,0.01156563804626999,5
transformer,79,458,0.5794574832818011,0.06757356088167596,0.0003630276019226084,0.011556905439648137,5
transformer,79,473,0.5805507970320989,0.06702860012746162,0.00035558544946458806,0.01154731442636586,5
